GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name
ENSG00000168003,1618.09778007459,1.04175854951983,0.182959089543144,5.69394257547486,1.24138851238996e-08,4.70231285366436e-06,11,62856004,62888880,1,SLC3A2
ENSG00000196352,1197.30031889766,1.15261848249189,0.202600780796246,5.68911174953006,1.27701882140688e-08,4.70231285366436e-06,1,207321519,207386804,1,CD55
ENSG00000127831,353.748556703676,-1.51192964102253,0.266788772959191,-5.66714117784033,1.4519970364075e-08,5.02258974866411e-06,2,218419121,218453295,1,VIL1
ENSG00000147010,672.187178219072,1.07640553345942,0.189911108588206,5.6679440263468,1.44521158099464e-08,5.02258974866411e-06,X,19533977,19887600,-1,SH3KBP1
ENSG00000125257,590.99319290166,-1.33051144351956,0.235066368442865,-5.66015228947118,1.51238724533281e-08,5.07761776631588e-06,13,95019835,95301475,-1,ABCC4
ENSG00000185630,81.9111249932842,-2.1707508327049,0.385682780694664,-5.62833224961484,1.81960342902597e-08,5.93450661209472e-06,1,164555584,164899296,1,PBX1
ENSG00000154229,292.178145485962,-1.5769878997578,0.280479832631208,-5.6224644922379,1.8825226974693e-08,5.96916571989224e-06,17,66302613,66810743,1,PRKCA
ENSG00000101255,698.765469347236,1.1073319507968,0.198941673098528,5.56611359274324,2.60483474727769e-08,7.82478648425653e-06,20,362835,397559,1,TRIB3
ENSG00000177694,117.817891596821,-1.75606684480485,0.315444786411703,-5.5669547269452,2.59229711202027e-08,7.82478648425653e-06,3,174438573,175810548,1,NAALADL2
ENSG00000185483,68.3928283227014,-2.03189797116655,0.365821068259376,-5.55434923645754,2.78647889034986e-08,8.15580936752402e-06,1,63774017,64181498,1,ROR1
ENSG00000073756,544.96440828881,1.1493473048676,0.207365730094117,5.54260968939252,2.97996611394427e-08,8.50407829766846e-06,1,186671791,186680922,-1,PTGS2
ENSG00000151490,68.644068294588,-2.01368901634725,0.365221197895071,-5.5136148393166,3.51537473036476e-08,9.33209361560784e-06,12,15322257,15602175,1,PTPRO
ENSG00000157193,1173.48864816919,1.01062922513133,0.183269005161166,5.51445796436006,3.49856510700622e-08,9.33209361560784e-06,1,53242364,53328469,-1,LRP8
ENSG00000171747,986.161374427735,-1.0565545650294,0.191459341148128,-5.51842787452177,3.4204580086059e-08,9.33209361560784e-06,19,38801671,38812945,-1,LGALS4
ENSG00000242193,120.799684208936,-1.75900708762881,0.319567745594133,-5.50433237358953,3.70569853802885e-08,9.61376109354531e-06,1,178008081,178037946,-1,CRYZL2P
ENSG00000053747,417.867698476874,1.28828173373233,0.234520928979045,5.49324846759172,3.94606991854407e-08,1.00098640267068e-05,18,23689453,23956222,1,LAMA3
ENSG00000181104,67.0830271956019,-2.07019724700214,0.380578258214593,-5.43960986293347,5.33973730420368e-08,1.32506742016272e-05,5,76716126,76735770,1,F2R
ENSG00000101188,377.876386405111,1.5522780993663,0.286697492786623,5.41434138219548,6.15147056164035e-08,1.49402205236435e-05,20,62708836,62762771,1,NTSR1
ENSG00000113070,88.6936672691397,1.77216747267029,0.329722207339682,5.37472888759535,7.66979972832479e-08,1.82397424789224e-05,5,140332843,140346603,-1,HBEGF
ENSG00000162909,980.226372761597,1.04724444453049,0.195615101395755,5.35359712546822,8.62227195162332e-08,2.00863743526082e-05,1,223701593,223776018,1,CAPN2
ENSG00000145703,89.2969367174022,-1.79589089828253,0.338848861509842,-5.29997619080202,1.15817783208423e-07,2.64411999064831e-05,5,76403285,76708132,1,IQGAP2
ENSG00000106025,160.422308351366,-1.52458945990892,0.288515575350936,-5.28425357298124,1.26218322850836e-07,2.82506304969077e-05,7,120787320,120858402,-1,TSPAN12
ENSG00000175538,44.3559783811427,-2.02860664028031,0.389530131616053,-5.20782983299439,1.91062017071476e-07,4.11504325447339e-05,11,74454841,74467729,-1,KCNE3
ENSG00000095539,323.652507587184,-1.39464695250069,0.270834624451862,-5.14944112232068,2.61263769063218e-07,5.42241077064843e-05,10,100969504,100985871,1,SEMA4G
ENSG00000143416,121.125703187394,-1.61806683757053,0.315489011078275,-5.12875815243235,2.91659743740357e-07,5.89215707738768e-05,1,151364304,151372707,-1,SELENBP1
ENSG00000146376,519.146714521569,-1.05962245630675,0.206670438490218,-5.1271118600588,2.94220721341303e-07,5.89215707738768e-05,6,129576132,129710177,-1,ARHGAP18
ENSG00000155090,343.0501822669,1.13697223264749,0.222952381778963,5.09961913649657,3.40337600233441e-07,6.57169082289229e-05,8,102648784,102655725,-1,KLF10
ENSG00000162496,82.5926725279665,-1.95221373160748,0.38302655488055,-5.0968104083966,3.4542395915334e-07,6.57169082289229e-05,1,12567909,12620133,-1,DHRS3
ENSG00000149177,417.086972103102,-1.25647061075869,0.248605989199286,-5.05406412293425,4.32506291075487e-07,7.96299889133337e-05,11,47980425,48170839,1,PTPRJ
ENSG00000241388,85.8003092704466,-1.91462132432673,0.379564545705701,-5.04425754720318,4.55285721077565e-07,8.24934366047684e-05,12,120941723,120980968,-1,HNF1A-AS1
ENSG00000103187,329.761768611538,1.13235015474276,0.227280215212488,4.98217653342201,6.28730350556151e-07,0.0001121399523687,16,84565596,84618078,-1,COTL1
ENSG00000145819,502.61562019248,-1.05960453634243,0.214044142417264,-4.95040193287236,7.40603688459006e-07,0.0001300614015963,5,142770377,143229011,1,ARHGAP26
ENSG00000165959,155.957330896866,-1.6141223287582,0.327665014855137,-4.92613570439253,8.38717590183689e-07,0.0001450600195749,14,95181940,95319908,-1,CLMN
ENSG00000160211,2141.90505060439,1.04142658270244,0.211711775768436,4.91907726399465,8.69531439847123e-07,0.0001459661968508,X,154517825,154547572,-1,G6PD
ENSG00000169994,71.2010672169155,-1.91773018005796,0.389776112552554,-4.92008134490127,8.65082514749465e-07,0.0001459661968508,2,127535683,127637729,1,MYO7B
ENSG00000170456,231.122333091753,-1.21350893101304,0.247779967735787,-4.89752639045877,9.7050603479062e-07,0.000160555454886,12,31382226,31591136,-1,DENND5B
ENSG00000102038,265.753472477082,-1.30148537121667,0.266313789577418,-4.88703710491989,1.02364807350314e-06,0.0001669277537005,X,129446501,129523500,-1,SMARCA1
ENSG00000187608,373.34106264347,1.09266337345087,0.223805245750212,4.88220626727575,1.04905436405764e-06,0.000168661345996,1,1001138,1014540,1,ISG15
ENSG00000116016,393.04562464864,1.03031711195012,0.211516087577124,4.87110518992764,1.10975734430336e-06,0.0001739466106282,2,46293667,46386697,1,EPAS1
ENSG00000153246,413.835073834308,-1.08524887251611,0.222814684918612,-4.87063441492881,1.11240495627378e-06,0.0001739466106282,2,159932006,160062615,-1,PLA2R1
ENSG00000167767,382.295679112745,1.03969171745737,0.214158770023614,4.85477067944838,1.20526136759644e-06,0.0001859197096096,12,52168996,52192014,-1,KRT80
ENSG00000157110,83.1786499611709,-1.76311050572364,0.366102525687436,-4.8158927677787,1.46543208481076e-06,0.0002207763805564,8,30384511,30572256,1,RBPMS
ENSG00000165092,5131.60943912793,-1.06381736914444,0.22092516596471,-4.81528378398672,1.4699084469811e-06,0.0002207763805564,9,72900671,73080442,-1,ALDH1A1
ENSG00000198682,94.8301839340058,-1.60536339337193,0.334194494353598,-4.80367995432432,1.55775755201823e-06,0.0002309324994323,10,87659613,87747705,1,PAPSS2
ENSG00000082512,106.60938307653,-1.51784131865494,0.316146980033654,-4.8010622100308,1.57826225942876e-06,0.0002309726114279,1,211326615,211374946,1,TRAF5
ENSG00000119125,65.6646441576446,-1.71798471288907,0.358231034115814,-4.79574506192465,1.62071296410381e-06,0.000234182765636,9,72114595,72257193,1,GDA
ENSG00000101443,208.078514907928,1.32379991785861,0.276343875343072,4.79040802411544,1.66442505276103e-06,0.0002374926497158,20,45469753,45481532,1,WFDC2
ENSG00000120093,414.870142493097,-1.00054738047836,0.209073519822487,-4.78562460386121,1.70456394805361e-06,0.0002402172526794,17,48548870,48604912,-1,HOXB3
ENSG00000173210,450.127349360183,1.08594949641791,0.227102424120456,4.7817609196541,1.73766270686788e-06,0.0002418953634011,5,149141483,149260542,1,ABLIM3
ENSG00000138193,76.299861759801,-1.72679777968267,0.362069500825746,-4.76924395936275,1.84918609423811e-06,0.000254318786334,10,93993931,94332823,1,PLCE1
ENSG00000159713,71.1391127000684,-1.79362185964243,0.378608135474406,-4.73740971623595,2.1646724218299e-06,0.000293555531414,16,67389809,67393518,-1,TPPP3
ENSG00000196923,144.949632258838,1.35856755783646,0.288338297337618,4.71171388046904,2.45642104613289e-06,0.000326047049321,5,177483394,177497606,-1,PDLIM7
ENSG00000127329,182.681206050143,-1.6471891302241,0.349886604622869,-4.70777991629475,2.50429265221927e-06,0.0003285804669549,12,70515870,70637440,-1,PTPRB
ENSG00000135114,193.756931470252,1.29581069686453,0.275894260366815,4.69676569255804,2.64313354970724e-06,0.0003428564712489,12,121017763,121039246,-1,OASL
ENSG00000107957,77.7760484313426,-1.76078406572552,0.375619981221173,-4.68767412213018,2.7632756744721e-06,0.000354413391282,10,103594027,103855584,-1,SH3PXD2A
ENSG00000164749,75.2369429455812,-1.62941605235547,0.350384764934305,-4.65036216018403,3.31352645588574e-06,0.0004202656054881,8,75407914,75566834,1,HNF4G
ENSG00000162896,48.538572189428,-1.85274769995453,0.399236641096044,-4.64072559790125,3.47187907413962e-06,0.0004355109849593,1,206928522,206946466,-1,PIGR
ENSG00000169903,172.326758757484,-1.54029202111085,0.332125574877531,-4.63767965378402,3.52342316346688e-06,0.0004371725588149,3,149474697,149503394,1,TM4SF4
ENSG00000095303,60.7519195671354,-1.6752699400489,0.364291883936993,-4.59870234259363,4.25130680881486e-06,0.0005162624172619,9,122370530,122395703,1,PTGS1
ENSG00000088970,114.22818476291,-1.41064530421815,0.307415659545402,-4.58872298927184,4.45965754252153e-06,0.0005302811546654,20,21125983,21246622,1,KIZ
ENSG00000205978,230.593506938353,-1.29034968746673,0.28117414941756,-4.58914765151644,4.45059550013123e-06,0.0005302811546654,14,24399003,24419283,1,NYNRIN
ENSG00000213949,75.8558711336956,-1.7049300158199,0.372723273399034,-4.57425156275289,4.77925329351925e-06,0.0005624244984074,5,52787916,52959209,1,ITGA1
ENSG00000135842,224.119016820653,1.29089223846906,0.284260161550948,4.54123515383176,5.59256098743448e-06,0.000625873369329,1,184790724,184974508,-1,NIBAN1
ENSG00000137878,169.64985550671,1.21897442233386,0.270111936724404,4.5128491436407,6.3962518501382e-06,0.0006953639511364,15,57591908,57714745,1,GCOM1
ENSG00000138772,461.671441065508,1.0170941393684,0.225361573577338,4.51316576833964,6.38670641527115e-06,0.0006953639511364,4,78551747,78610451,1,ANXA3
ENSG00000007062,163.073278094699,-1.49046841851021,0.331441487975617,-4.49692773108676,6.89424084032107e-06,0.0007286829554839,4,15963076,16084378,-1,PROM1
ENSG00000170271,98.226781862993,-1.43550095070101,0.321972456767446,-4.45845885425485,8.25510388268672e-06,0.0008194087897466,5,154818492,154859252,-1,FAXDC2
ENSG00000175274,167.84445857069,-1.48055364981999,0.331883854180056,-4.46105958808333,8.15554074222893e-06,0.0008194087897466,11,44885903,44951306,-1,TP53I11
ENSG00000198758,276.390237407235,-1.05798657778984,0.237476042817232,-4.45512972693457,8.38424819064716e-06,0.0008250533887606,1,109750080,109764027,-1,EPS8L3
ENSG00000187097,168.076509239707,-1.25364652180849,0.281711789068857,-4.45010315667714,8.58290531185684e-06,0.0008373834541439,14,73958010,74019399,-1,ENTPD5
ENSG00000141574,250.964653923205,1.23021232187352,0.277316115818208,4.4361371435044,9.15875111649591e-06,0.0008785474285277,17,82321024,82334074,-1,SECTM1
ENSG00000066468,82.9648226736619,-1.49506823339781,0.338100852377169,-4.42195937361906,9.78098504783916e-06,0.0009300900606944,10,121478332,121598458,-1,FGFR2
ENSG00000110492,212.220698488248,-1.38016014219589,0.312991796535747,-4.40957289447125,1.03574690971898e-05,0.0009612236564587,11,46380756,46383837,1,MDK
ENSG00000135074,74.1265424433334,1.50482377158237,0.341538832147247,4.40601076639391,1.05291732027854e-05,0.0009669606104661,5,157395534,157575775,-1,ADAM19
ENSG00000157388,190.606749990264,-1.19170983261923,0.272758714418639,-4.36909902277275,1.24760189644452e-05,0.0011088901464996,3,53328963,53813733,1,CACNA1D
ENSG00000134321,114.202920092351,1.55659330287527,0.356875769035544,4.36172314831561,1.29042092242496e-05,0.001133088833037,2,6865557,6898239,1,RSAD2
ENSG00000157613,210.59217549912,-1.17919518043949,0.271028789613056,-4.35081152125208,1.35634605029385e-05,0.0011729310730382,11,46277662,46321409,1,CREB3L1
ENSG00000166268,70.0785492332102,-1.55309468140875,0.357111691062246,-4.34904462743572,1.36731888247988e-05,0.0011735297025193,12,69825227,69959097,1,MYRFL
ENSG00000106789,284.051501546706,-1.07156892922743,0.247736869459645,-4.325431783992,1.52233374756547e-05,0.0012872177576636,9,98120975,98192637,-1,CORO2A
ENSG00000184254,147.780740992728,1.26899543424584,0.293809942851047,4.3191030975054,1.56664587579324e-05,0.0012987422582247,15,100861924,100916626,1,ALDH1A3
ENSG00000254166,1799.05069903122,1.02937302318858,0.238357068445406,4.31861756776202,1.57009576552797e-05,0.0012987422582247,8,127072694,127227541,-1,CASC19
ENSG00000165801,68.3656360154311,-1.57246908517142,0.366126177126015,-4.29488297590424,1.74785509638905e-05,0.0014353788435454,14,21070273,21090248,1,ARHGEF40
ENSG00000196167,42.3879787467488,-1.68836982776296,0.39425651608266,-4.28241451666705,1.84876165543301e-05,0.00150548445217,11,111290787,111305498,-1,COLCA1
ENSG00000007952,38.1029008272136,-1.71042182670413,0.401464287279193,-4.26045822978679,2.04008208194572e-05,0.0016284990884902,X,100843324,100874359,-1,NOX1
ENSG00000150347,244.129535606163,-1.03353388797218,0.242906635459061,-4.25486066290013,2.0917923572901e-05,0.0016581812332268,10,61901684,62096944,1,ARID5B
ENSG00000130513,664.226503202441,1.00644651871682,0.236813992557794,4.24994531719318,2.13822709343074e-05,0.0016833008463111,19,18374731,18389176,1,GDF15
ENSG00000180530,461.014286886459,-1.11630477508539,0.264381730601794,-4.22232191515057,2.41798429253826e-05,0.0018776388230832,21,14961235,15065936,-1,NRIP1
ENSG00000169247,424.41861816682,1.02586259580422,0.243692344136414,4.20966280019846,2.5575210194216e-05,0.0019470206109254,5,148923639,149063163,-1,SH3TC2
ENSG00000196924,2105.16646493439,1.03579597100729,0.24605707335953,4.2095760827563,2.55850277388361e-05,0.0019470206109254,X,154348524,154374634,-1,FLNA
ENSG00000111077,211.438757690531,-1.07051139571593,0.255147480721541,-4.19565732214399,2.72081351390985e-05,0.0020474311460015,12,53046969,53064379,1,TNS2
ENSG00000235888,69.1914793423905,-1.55855122745357,0.375044992463138,-4.15563801350249,3.24381060697461e-05,0.0023735960306804,21,38988567,39062894,-1,LINC02940
ENSG00000113924,116.970784038956,-1.2949226058059,0.312238568604614,-4.14722182334129,3.36533974972643e-05,0.0024442080995327,3,120628172,120682269,-1,HGD
ENSG00000179820,91.4716494614593,-1.34768899486237,0.325056566537286,-4.14601375144898,3.3831351706192e-05,0.0024442080995327,19,53864763,53878125,1,MYADM
ENSG00000135069,526.058750257833,1.02310572140062,0.247164694651434,4.13936837881909,3.48263341378371e-05,0.0024846412761463,9,78297125,78330093,1,PSAT1
ENSG00000265972,426.015906541997,-1.11939327064888,0.27053587335431,-4.13768886458491,3.50821648972361e-05,0.0024873472813785,1,145992435,145996579,-1,TXNIP
ENSG00000101049,303.552624505022,-1.09650042678457,0.265393998276983,-4.13159466266524,3.60255274437538e-05,0.0025384654059904,20,43558968,43588237,1,SGK2
ENSG00000254290,86.1720490294998,-1.36156654361686,0.330695482524062,-4.11728195748119,3.83366942649638e-05,0.0026847445707641,N/A,N/A,N/A,N/A,N/A
ENSG00000196975,730.544920555527,-1.06747553494579,0.260815994787527,-4.09283002683713,4.26140098258664e-05,0.0029303549527847,2,69644425,69827112,1,ANXA4
ENSG00000138678,213.440945373431,1.10852348286769,0.273597298720243,4.05166091936152,5.08553307911673e-05,0.0034147858881245,4,83535914,83605875,1,GPAT3
ENSG00000011105,103.762390199298,-1.28488764641896,0.318173134167795,-4.03832853386467,5.38334221300477e-05,0.0035520723330317,12,3077355,3286564,1,TSPAN9
ENSG00000104537,46.2408873754058,-1.5837315238852,0.397048830001312,-3.98875756384917,6.642025984644e-05,0.0042578484551804,8,123680794,123737402,-1,ANXA13
ENSG00000141401,188.962375434687,1.06199474103965,0.266329695641157,3.98751907286578,6.67678382371709e-05,0.0042578484551804,18,11981025,12030877,1,IMPA2
ENSG00000163814,662.609792611354,1.00516136840113,0.254207392257334,3.95409968008957,7.68233789864186e-05,0.0047920156892348,3,45082277,45146422,-1,CDCP1
ENSG00000147394,243.762100053863,1.0325459767622,0.263577540973913,3.91742776318105,8.94988525541239e-05,0.0054341989463049,X,152898067,152973481,1,ZNF185
ENSG00000166165,60.7437196540242,-1.46765533035073,0.375701728813431,-3.90643752155729,9.36668477997068e-05,0.0056571802520299,14,103519667,103522833,-1,CKB
ENSG00000197635,167.89045063599,1.20917977517981,0.309995972581998,3.90063059564416,9.59424533320083e-05,0.0057641216041309,2,161992245,162074394,-1,DPP4
ENSG00000166963,175.664882532783,1.07145986270119,0.27519807027341,3.89341342995862,9.88434859337271e-05,0.0059073214237355,15,43510958,43531620,1,MAP1A
ENSG00000138640,159.852499297563,-1.3992700881114,0.360458818124558,-3.88191387685203,0.0001036375836818,0.0060980567924163,4,88725955,89111398,-1,FAM13A
ENSG00000179023,135.189428424132,-1.2517627152704,0.325347131575339,-3.84746811569949,0.0001193448031622,0.0067441630103816,1,18480930,18485974,1,KLHDC7A
ENSG00000144354,130.483380820632,-1.28131202872361,0.334656202708885,-3.82874131228406,0.0001288003023153,0.0071719778094143,2,173354820,173368997,1,CDCA7
ENSG00000101076,110.80560771767,-1.16845736828743,0.307563550165251,-3.79907621582476,0.0001452364275174,0.007928555409022,20,44355699,44432845,1,HNF4A
ENSG00000196917,149.565501772568,-1.13564530484362,0.299010343694595,-3.79801344265051,0.0001458604148834,0.007928555409022,12,122726076,122730844,-1,HCAR1
ENSG00000136155,38.1718741816451,1.46818721071212,0.388319612700416,3.78087318459706,0.0001562792695596,0.0083507652129252,13,77535674,77645263,1,SCEL
ENSG00000188761,77.2701976918173,-1.32756811955872,0.352103956549875,-3.77038682713771,0.0001629947059227,0.0086138174449445,1,113876816,113887581,-1,BCL2L15
ENSG00000123095,714.372003297617,-1.03210914768173,0.275643701078885,-3.74435963398399,0.0001808544497242,0.0093629101825622,12,26120030,26125037,-1,BHLHE41
ENSG00000092964,117.156525628107,-1.3917135881142,0.372005608623506,-3.74110915495015,0.000183209922967,0.0094204561741857,8,26514031,26658178,1,DPYSL2
ENSG00000173156,117.417796790783,1.16229537608261,0.311255118863147,3.73422091925065,0.0001882971586164,0.0096386191282833,11,67056847,67072017,1,RHOD
ENSG00000158186,143.648547853581,-1.41596588392789,0.380510905177118,-3.72122287341225,0.0001982603601907,0.0098827162077607,3,138347648,138405534,1,MRAS
ENSG00000132669,99.6473778050542,-1.37668905677789,0.372079678099034,-3.69998454043887,0.0002156126011635,0.010608697596042,20,19757606,20002457,1,RIN2
ENSG00000140848,164.239410460354,-1.03539181581863,0.280983179237151,-3.68488896249822,0.0002288023661416,0.0111614487585744,16,57092583,57148369,1,CPNE2
ENSG00000112195,96.3072083163699,1.22166334533986,0.332349768752746,3.67583630319515,0.0002370715082466,0.0114184441630195,6,41189749,41201149,-1,TREML2
ENSG00000167183,71.5742477985067,-1.34634429313907,0.367443505579587,-3.66408515239754,0.0002482242009863,0.0118555617333007,17,47951967,47957883,-1,PRR15L
ENSG00000204021,32.0596650211145,1.45395036741906,0.399715788052073,3.63746044284257,0.0002753394624074,0.0128811473909065,10,88706249,88752776,1,LIPK
ENSG00000136205,309.345827385416,-1.19366606642014,0.329272309497739,-3.62516382941803,0.0002887783246989,0.0133074801572784,7,47275154,47582558,-1,TNS3
ENSG00000196739,47.2087562396124,-1.45103911808474,0.400269863336447,-3.62515205613936,0.0002887914811381,0.0133074801572784,9,114155537,114312511,1,COL27A1
ENSG00000169499,36.7494329931921,-1.43680311892818,0.397546230706623,-3.61417869910202,0.0003013012039694,0.0137574129732456,8,38901235,38973912,1,PLEKHA2
ENSG00000184292,116.458147669685,1.091931369226,0.303868921502682,3.59342891608073,0.0003263547108012,0.0145597750744215,1,58575433,58577252,-1,TACSTD2
ENSG00000142661,163.608957743512,-1.08260884584726,0.30276698789702,-3.57571627397995,0.0003492702924177,0.015275557041947,1,24056035,24112135,-1,MYOM3
ENSG00000214290,24.8156574434907,-1.43592112382791,0.401472170713442,-3.5766392506763,0.0003480399538886,0.015275557041947,11,111298546,111308735,1,POU2AF3
ENSG00000165816,64.2381895921761,-1.38254230149025,0.387387938499622,-3.56888318940679,0.0003585062131937,0.0156196504717827,10,114239254,114294489,1,VWA2
ENSG00000144445,161.911827467548,-1.02578959185838,0.287982859959981,-3.56198140403539,0.0003680664602444,0.0159213437871173,2,210021421,210171409,-1,KANSL1L
ENSG00000150594,41.0433980930515,-1.37834930163809,0.387550816416886,-3.55656405108796,0.0003757369029295,0.0159443745239443,10,111077029,111080907,1,ADRA2A
ENSG00000151276,146.57974364122,-1.02342310248476,0.287487866156074,-3.55988277407558,0.0003710203773739,0.0159443745239443,3,65353525,66038918,-1,MAGI1
ENSG00000277363,123.181267589349,-1.20999036745369,0.340168189571925,-3.55703562104489,0.0003750633147198,0.0159443745239443,17,38530031,38605952,-1,SRCIN1
ENSG00000067141,162.609014570939,-1.00467273701955,0.283272735627099,-3.54666231748509,0.0003901443195713,0.016402455200708,15,73051710,73305205,1,NEO1
ENSG00000053254,131.425344864037,-1.04474276194991,0.297071531749586,-3.51680538285495,0.0004367739019131,0.0181300876012307,14,89124871,89619149,-1,FOXN3
ENSG00000160862,53.7333795263726,-1.32996189452151,0.378757264763913,-3.51138319511971,0.0004457813145795,0.0182386871180113,7,99966720,99976042,-1,AZGP1
ENSG00000177469,291.483659208583,1.12996231650078,0.322374016168581,3.50512839071336,0.0004563871342762,0.0186059254920128,17,42402449,42423256,-1,CAVIN1
ENSG00000116833,25.3297727065924,-1.4052926967984,0.401455829392628,-3.5004914461561,0.0004644011422648,0.0187319400669735,1,200027614,200177420,1,NR5A2
ENSG00000196517,63.666184666324,1.23113984138775,0.35165274920542,3.50101014187883,0.000463498204684,0.0187319400669735,1,43991500,44031467,-1,SLC6A9
ENSG00000174514,97.0141023545791,-1.11987802368168,0.320326856566276,-3.49604786712593,0.0004722039841869,0.0189796073221617,1,205568885,205602918,1,MFSD4A
ENSG00000118496,168.752975251516,1.05732068860015,0.304006940977852,3.47794917181571,0.0005052657247715,0.0201664624065279,6,145793502,145814795,-1,FBXO30
ENSG00000164056,49.108038075962,-1.30465035474605,0.375833735697501,-3.47134977738168,0.0005178489856259,0.0205966765537299,4,123396795,123403760,1,SPRY1
ENSG00000000971,26.63358300797,-1.3923487194891,0.401535993709263,-3.46755643654017,0.0005252134419797,0.0208170536118032,1,196651754,196752476,1,CFH
ENSG00000131771,35.8619082132416,-1.3617060269177,0.393543130841424,-3.46011890489937,0.0005399369086937,0.0211074651121186,17,39626740,39636626,1,PPP1R1B
