GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome,Start,End,Strand,Feature,Gene name
ENSMUSG00000047534.18,239.563577767013,-1.18752637197189,0.278014456855843,-4.27145546818685,1.94201310834907e-05,0.0071741936173607,chr12,65179507,65219378,-,,Mis18bp1
ENSMUSG00000087528.3,20.5702508432902,1.61096831865175,0.378097317156599,4.26072401350715,2.03765729557098e-05,0.0071810052898496,chr2,129047877,129072499,-,,9830144P21Rik
ENSMUSG00000060227.16,771.835700410838,-1.32668947152354,0.313239554026968,-4.23538296638401,2.28162513844225e-05,0.0077215336375338,chr2,121697450,121766701,+,,Golm2
ENSMUSG00000104034.2,137.343031373567,-1.13295563907675,0.267722863175065,-4.23182251093701,2.31805305605673e-05,0.0077358581709626,chr2,14678214,14679623,+,,2900092N22Rik
ENSMUSG00000074628.10,203.616285829337,1.09513229876012,0.261478731368864,4.18822706163139,2.81142160228862e-05,0.008646870186442,chr2,156928974,156938402,+,,Tldc2
ENSMUSG00000006641.13,1415.36222460995,1.21111036729377,0.289542770241074,4.18283753479805,2.87893130895357e-05,0.008646870186442,chr5,31193379,31206268,-,,Slc5a6
ENSMUSG00000069306.6,250.842639729116,1.52318229948442,0.366852731759745,4.15202659709772,3.2954395066227e-05,0.0094265262458488,chr13,21995915,21996317,+,,H4c17
ENSMUSG00000078439.10,5733.6460421019,1.19174455628832,0.287964642448797,4.13851001343064,3.49568618367477e-05,0.0096545227150962,chr10,81228884,81231226,+,,Smim24
ENSMUSG00000067455.6,315.806619452894,1.41390655663266,0.341496574681931,4.1403242710401,3.46815207532157e-05,0.0096545227150962,chr13,21919233,21920007,+,,H4c11
ENSMUSG00000086813.4,181.055309777469,-1.45762001848453,0.355014910388176,-4.10579943498925,4.02918971147509e-05,0.0107097719168352,chr2,75601249,75620893,+,,Gm13657
ENSMUSG00000105750.2,62.5597112085934,-1.26783131728648,0.309602920420807,-4.09502376645306,4.22125083044234e-05,0.0107902356333903,chr5,13530994,13534901,+,,Gm43130
ENSMUSG00000076569.4,72.1321918441429,1.7202705471878,0.420348454503072,4.0924869087992,4.2677134508397e-05,0.0107941703996607,chr6,69877407,69877961,-,,Igkv5-39
ENSMUSG00000105347.2,26.173595432459,-1.20657172615177,0.295469235033504,-4.0835781972866,4.43474966022722e-05,0.0110092554230563,chr5,44837535,44840943,-,,Gm43503
ENSMUSG00000104871.2,63.497505983587,-1.21442974685097,0.298381988324946,-4.0700504533418,4.70029573785602e-05,0.0114208257509429,chr5,58102383,58104254,+,,Gm42639
ENSMUSG00000032327.15,126.360154918297,1.64772021607974,0.405592536897202,4.06250131889717,4.85496733209458e-05,0.0116655155055569,chr9,57971070,58061279,+,,Stra6
ENSMUSG00000104852.2,155.237711896646,-1.03692224627878,0.2562203913445,-4.04699345293166,5.18796917632807e-05,0.0119625183846939,chr5,45915616,45919032,-,,Gm43201
ENSMUSG00000042367.13,1230.95142917654,1.10610839482026,0.273595382150564,4.04286207656659,5.28026836374483e-05,0.0119692724758548,chr4,127219027,127224637,-,,Gjb3
ENSMUSG00000060678.6,2937.86589280705,1.21219866353106,0.300441035128567,4.03473068521523,5.46649608625815e-05,0.0122756044823001,chr13,23881617,23882437,-,,H4c3
ENSMUSG00000026697.11,19.6341753863813,-1.66903169029195,0.414097213682642,-4.03053108097238,5.56509691839979e-05,0.0123031474600472,chr1,162466723,162477262,+,,Myoc
ENSMUSG00000030228.21,268.148916283388,-1.11284013801404,0.276638369297286,-4.02272519477637,5.75286052242385e-05,0.012453129066018,chr6,139564218,139915010,+,,Pik3c2g
ENSMUSG00000085017.3,70.6291629092904,1.22745331930177,0.30728320541064,3.99453435036079,6.48215235088098e-05,0.0135437527553885,chr2,32411401,32418144,+,,Gm13412
ENSMUSG00000105457.2,92.6748146756877,-1.14769852145256,0.289188420832885,-3.96868767479381,7.22695283070536e-05,0.0149347690089661,chr5,45927361,45929522,-,,Gm43200
ENSMUSG00000140089.1,11.2887282073045,-1.45996276653091,0.369146799005742,-3.95496526168766,7.65457730813168e-05,0.0155498499752498,chr8,58252985,58255942,+,,ENSMUSG00000140089
ENSMUSG00000070423.7,66.1112207105133,-1.15917072978114,0.294024180575684,-3.94243333154281,8.06590752059002e-05,0.0158858709757981,chr7,102351421,102361271,+,,Or51e1
ENSMUSG00000069305.4,394.098441975841,1.01430467520881,0.258616976917687,3.92203438187911,8.7804458979807e-05,0.0168781243229344,chr13,22015936,22016366,-,,H4c18
ENSMUSG00000106962.2,33.5707486352405,-1.11659743783871,0.286409287172387,-3.89860764943227,9.67473886685465e-05,0.0175463265129751,chr6,127462755,127465085,+,,Gm43633
ENSMUSG00000108267.2,16.460542694671,-1.36584412375388,0.350909102140532,-3.89230178249092,9.92976201945798e-05,0.0175463265129751,chr6,128325716,128327117,-,,Gm44190
ENSMUSG00000000948.17,86.0631382725142,-1.09804616200885,0.281192200605527,-3.90496663721214,9.42383852089552e-05,0.0175463265129751,chr7,59623896,59654812,-,,Gm38393
ENSMUSG00000052819.7,840.113166286628,1.61561377664491,0.415089920127804,3.89220190205408,9.93385200107904e-05,0.0175463265129751,chr8,85733830,85741160,-,,Best2
ENSMUSG00000103931.2,14.6925957793576,-1.40238574250268,0.360184162916334,-3.8935241659374,9.87983552171526e-05,0.0175463265129751,chr10,27489563,27491324,-,,Gm36962
ENSMUSG00000126991.1,58.8425682475542,-1.20785696652586,0.311151716908511,-3.88189073332676,0.0001036474496989,0.0180466733432291,chr4,76327181,76345347,-,,ENSMUSG00000126991
ENSMUSG00000000308.15,25825.624125053,1.16571622259086,0.301288031483099,3.86910896145653,0.0001092338208451,0.0187476446233334,chr2,121188194,121194218,+,,Ckmt1
ENSMUSG00000105681.2,50.043268478776,-1.05435509084173,0.272839668672377,-3.86437608567761,0.0001113735111067,0.0189793101054825,chr3,135577873,135581718,+,,Gm43428
ENSMUSG00000132705.1,42.5702930272153,1.64297697830425,0.425390234114632,3.86228184510111,0.000112332862474,0.0190079860529985,chr13,100725505,100730628,-,,ENSMUSG00000132705
ENSMUSG00000090558.3,14.1818816352622,-1.44811299389853,0.376082831830666,-3.8505160867076,0.0001178691874978,0.0191362218729617,chr5,107518395,107579835,-,,Gm17202
ENSMUSG00000110986.2,21.4984359651161,-1.4599757585042,0.378437796289836,-3.85790154370849,0.0001143646960556,0.0191362218729617,chr10,29366769,29369417,-,,Gm20276
ENSMUSG00000116815.2,35.276413707548,-1.16036084801853,0.30185448825865,-3.84410665785512,0.0001209923787535,0.0195114421254436,chr12,18698214,18699999,+,,Gm49760
ENSMUSG00000026418.17,795.044437482155,1.60901764691401,0.419022726806096,3.83992930211297,0.0001230697459094,0.0196896323485281,chr1,135707171,135738727,+,,Tnni1
ENSMUSG00000097906.2,756.413609694142,1.40095880303398,0.364965785056113,3.83860312499864,0.0001237362445741,0.0196896323485281,chr13,67958364,67959319,+,,Gm9625
ENSMUSG00000058057.6,70.2628319720401,1.62205522273256,0.423290718000102,3.83201226428067,0.0001270994016327,0.0200917396212621,chr15,100232809,100238256,+,,Tmt1a3
ENSMUSG00000118809.1,10.5010551762754,-1.45889475598992,0.381521790309593,-3.82388317795968,0.0001313661762149,0.0204965355980071,chr16,42946595,42946702,+,,Gm25873
ENSMUSG00000040505.14,395.917564712315,1.48608553016591,0.38935189625129,3.81681852451229,0.000135183523859,0.0209560626534591,chr17,84965661,84990439,-,,Abcg5
ENSMUSG00000109239.2,19.5097317587216,-1.45429719527561,0.382019010764022,-3.80687126634633,0.0001407359551739,0.0215388759931173,chr7,90781048,90785144,+,,Gm45176
ENSMUSG00000064294.13,25.6062848716742,-1.28230074280294,0.33711207285366,-3.80378172738889,0.0001425037559753,0.0216713939783234,chr1,58152288,58239857,+,,Aox3
ENSMUSG00000020261.16,4188.40918186894,1.4438075794177,0.381555879728735,3.784000342084,0.0001543276104137,0.0228218445005859,chr11,55095175,55127156,+,,Slc36a1
ENSMUSG00000104687.2,39.1809595030152,-1.23352263631956,0.328569857632469,-3.75421727728705,0.0001738839846007,0.0247610226064649,chr3,52990639,52993306,+,,Gm42899
ENSMUSG00000034460.10,32.0018462707037,-1.45625989215745,0.387708290295026,-3.7560710684038,0.0001726016982226,0.0247610226064649,chr12,73146382,73160230,-,,Six4
ENSMUSG00000021388.15,1024.23039968176,-1.24886843267562,0.333220053349072,-3.74787897704145,0.0001783362605344,0.0247610226064649,chr13,49697918,49721041,+,,Aspn
ENSMUSG00000040808.5,941.246242998719,1.424251623382,0.379831197179875,3.74969627022901,0.0001770488800347,0.0247610226064649,chrX,161744987,161747595,-,,S100g
ENSMUSG00000035237.8,24.7879654016313,-1.33586531562592,0.357124512676294,-3.74061501859655,0.0001835705163574,0.024778990466463,chr8,106666182,106670014,-,,Lcat
ENSMUSG00000090231.11,236.825655234307,1.1552261459063,0.309179762138492,3.73642226100436,0.0001866571197948,0.024778990466463,chr17,35075349,35081494,-,,Cfb
ENSMUSG00000025059.17,1636.18183555876,1.34270219862191,0.359238886933639,3.73763043885041,0.000185762722269,0.024778990466463,chrX,84745542,84820425,-,,Gk
ENSMUSG00000124647.1,915.619070201647,1.43738713825035,0.387006302451563,3.7141181658928,0.0002039135018716,0.0262012493207082,chr5,146643642,146650097,-,,ENSMUSG00000124647
ENSMUSG00000102319.2,107.127664824463,-1.03140157793162,0.277949404643269,-3.71075296691265,0.0002066436834903,0.0264108214197132,chr1,44600044,44604607,+,,Gm37626
ENSMUSG00000104476.2,138.106268213769,-1.10090072961043,0.296884246722654,-3.70818169627869,0.0002087528517629,0.0265392249849792,chr1,45524995,45532212,-,,Gm38211
ENSMUSG00000102760.2,38.4527487070655,-1.11015053541719,0.299799096978123,-3.70298158535882,0.0002130803542318,0.0266523294251451,chr1,181833624,181835251,-,,Gm37258
ENSMUSG00000035948.14,156.435453852578,-1.0892432608767,0.294018519440576,-3.70467568828379,0.0002116613639994,0.0266523294251451,chr10,106769377,106959529,-,,Acss3
ENSMUSG00000129688.1,122.649990998474,1.10727684224707,0.299073129351158,3.70236150820141,0.0002136019640095,0.0266523294251451,chr18,67534078,67535252,-,,ENSMUSG00000129688
ENSMUSG00000085174.2,55.6679698405074,1.02044796092396,0.277229924383196,3.68087234159275,0.0002324373635628,0.0279250248584461,chr3,53360039,53365218,+,,Gm16206
ENSMUSG00000032454.10,483.913025064044,1.29797483648874,0.353291442004198,3.67394927294421,0.0002388301672298,0.0285503047671612,chr9,98368167,98391834,+,,Rbp2
ENSMUSG00000034320.15,46882.214472627,1.01752635671989,0.277173249340903,3.67108427360683,0.0002415236810418,0.0287293614261091,chr18,61325990,61344684,-,,Slc26a2
ENSMUSG00000060600.16,3223.48620404414,1.51216675283116,0.412232371283816,3.66823873661795,0.0002442270862031,0.02876611974161,chr11,70548027,70553339,+,,Eno3
ENSMUSG00000096010.3,1047.04244539327,1.07986207563198,0.295928690517532,3.64906178493025,0.0002631998025115,0.0304046387247439,chr6,136778550,136781413,-,,H4c16
ENSMUSG00000085030.2,17.3086246186027,-1.36579522910189,0.374550081705053,-3.6464956111728,0.0002658410162665,0.0305628131045639,chr8,124565291,124567524,-,,2810455O05Rik
ENSMUSG00000087143.12,29.6708916609544,-1.09033044169129,0.299226192893619,-3.64383355329766,0.0002686071611157,0.0307337755585152,chr13,78346077,78427510,+,,A830082K12Rik
ENSMUSG00000136294.1,178.584662006986,-1.0164924829613,0.279278636406035,-3.63970726884907,0.0002729481584183,0.030935841275833,chr1,55928063,55955205,+,,ENSMUSG00000136294
ENSMUSG00000104204.2,39.6767054692441,-1.09764722244452,0.302385295416097,-3.62996230003215,0.0002834626181251,0.0318272887304308,chr6,57661723,57664565,-,,Gm37397
ENSMUSG00000105791.2,86.3492452071099,-1.20247638961359,0.33167324292153,-3.62548506783854,0.0002884195628158,0.0322332337457625,chr5,49135619,49136927,-,,Gm43341
ENSMUSG00000028716.16,1363.92761581671,1.26493449028983,0.349440562716328,3.61988453903873,0.0002947345024735,0.0326353945872542,chr4,114945904,114951096,+,,Pdzk1ip1
ENSMUSG00000124564.1,27.6447999201884,1.3597456552932,0.375569820966045,3.62048700237852,0.0002940490230931,0.0326353945872542,chr11,96817036,96817799,+,,ENSMUSG00000124564
ENSMUSG00000108122.2,25.5936995465466,-1.18305502221046,0.327318380332376,-3.6143861551836,0.0003010600670558,0.032881233141896,chr6,100637899,100639424,-,,Gm44116
ENSMUSG00000032487.9,255.007832674275,-1.01932096300378,0.282588067618756,-3.60709130995211,0.000309648716377,0.0333643020498095,chr1,149975781,149983978,+,,Ptgs2
ENSMUSG00000067916.10,49.8662690026506,-1.21474006324799,0.337140619823115,-3.60306647085516,0.0003144850651719,0.0335842095375639,chr4,147216494,147265036,+,,Zfp991
ENSMUSG00000033377.15,326.196205306169,-1.001789561157,0.278668018030936,-3.59492118340535,0.0003244897975353,0.0340473399789531,chr3,116711906,116762636,-,,Palmd
ENSMUSG00000120941.2,133.211415886766,1.14823435032937,0.321085852104837,3.57609761626764,0.000348761466412,0.0352421975148746,chr3,95431530,95432196,-,,Gm56808
ENSMUSG00000041372.11,2588.29555775974,1.34048527412496,0.37491028690174,3.575482778034,0.0003495821893171,0.0352421975148746,chr6,120180033,120271520,-,,B4galnt3
ENSMUSG00000038508.8,60.7320630437504,1.49142148750556,0.417020742830546,3.57637243025965,0.0003483952113547,0.0352421975148746,chr8,71082042,71085106,-,,Gdf15
ENSMUSG00000031919.7,49.3097498690666,-1.13866934513718,0.319163424784185,-3.56766865096505,0.0003601715580909,0.0359095526880087,chr8,107788107,107792276,-,,Tmed6
ENSMUSG00000129556.1,197.098112792775,1.16908527852256,0.328675464207152,3.5569593895385,0.0003751721268859,0.0370972669334014,chr10,80812096,80815825,+,,ENSMUSG00000129556
ENSMUSG00000021665.10,3004.73924206392,1.3693654017259,0.385338152642288,3.55367199519714,0.0003798926970469,0.0371880855751226,chr13,97312838,97334865,-,,Hexb
ENSMUSG00000139962.1,22.092356034029,1.14996722062871,0.323708987895483,3.55247232430877,0.0003816291612814,0.0371880855751226,chr16,91327428,91333367,-,,ENSMUSG00000139962
ENSMUSG00000020108.5,994.503229952299,1.06751118186532,0.301742140344412,3.53782597500915,0.000403435859568,0.038467289022623,chr10,59785490,59787656,-,,Ddit4
ENSMUSG00000115975.2,75.7407922903126,-1.13611065343063,0.321678763390495,-3.53181739899775,0.0004127142382681,0.0390421169964871,chr15,40823152,40827097,+,,Gm49526
ENSMUSG00000047361.17,28.965619673272,-1.34837341145689,0.382155346629304,-3.52833847112136,0.0004181770780288,0.0392498391831144,chr1,59555422,59675576,+,,Gm973
ENSMUSG00000065778.3,974.352426698508,1.4570495144263,0.41423894492755,3.51741315554271,0.0004357749204342,0.039951539201163,chr4,123186944,123187075,+,,Gm22154
ENSMUSG00000042306.12,1270.01456441992,1.40787821339449,0.4011041748898,3.51000638121328,0.0004480959401628,0.0406296198122031,chr3,90434162,90436144,+,,S100a14
ENSMUSG00002075913.1,30.6798030322653,1.31567912564368,0.375187873495389,3.50672081532468,0.0004536648557424,0.0408868935493092,chr4,40850319,40850402,-,,Gm56197
ENSMUSG00000116940.2,53.9984997072344,1.16705335887202,0.334376994619272,3.49023221588809,0.0004826009998582,0.0424759590644449,chr17,15796260,15797413,-,,Gm7450
ENSMUSG00000107796.2,10.9815892331499,-1.43471288448463,0.411296726699754,-3.48826720795172,0.000486161960075,0.0426332101338813,chr6,143934465,143936593,-,,Gm44068
ENSMUSG00000031098.19,94.6215298790541,1.20163433916099,0.345067164992674,3.48232014247574,0.0004970890197604,0.0426786378205725,chr7,141988586,141994133,+,,Syt8
ENSMUSG00000112756.2,18.7834060061086,-1.36035702398746,0.390591517760845,-3.48281250905298,0.0004961757297764,0.0426786378205725,chr12,95691729,95693029,+,,Gm48014
ENSMUSG00000023176.10,40.4509859901392,1.4802449317204,0.424532271323219,3.48676657043443,0.0004888978806695,0.0426786378205725,chr16,30075195,30086317,-,,Cpn2
ENSMUSG00000121823.1,20.0649749538739,-1.48721536996039,0.426672315560539,-3.48561487521534,0.0004910073504464,0.0426786378205725,chr17,26120829,26121201,+,,ENSMUSG00000121823
ENSMUSG00000058216.14,70.8457650798121,1.28249703610531,0.368302226859235,3.48218648320982,0.0004973372144897,0.0426786378205725,chr19,4107476,4109569,-,,Gstp3
ENSMUSG00000106365.4,12.0242511101038,1.36030382707003,0.390952922582173,3.47945685655826,0.0005024312608158,0.042697147962317,chr3,122413736,122423817,-,,Gm43568
ENSMUSG00000065822.3,388.266922434708,1.3317459514883,0.383065659662163,3.47654747403566,0.0005079142979892,0.0429668122668897,chr7,99131991,99132139,-,,Snord15a
ENSMUSG00000094806.3,1396.00217803387,1.03332972572693,0.29730633498278,3.47563978341325,0.0005096363199626,0.0429668122668897,chr15,82287046,82291396,-,,Cyp2d10
ENSMUSG00000031845.17,89.1369397182179,1.06352703810957,0.30630436472515,3.47212498608657,0.0005163558759291,0.0430798575931419,chr8,117822592,117860459,+,,Bco1
ENSMUSG00000034551.13,56.5919421745684,-1.01153543492654,0.291275729921507,-3.47277624263142,0.0005151046099139,0.0430798575931419,chrX,110479627,110606776,-,,Hdx
ENSMUSG00000080440.3,152.963811811576,-1.41729450660059,0.408413209222196,-3.47024649202645,0.0005199809356299,0.0430831100735077,chr16,32062529,32062673,-,,Gm25848
ENSMUSG00000026826.14,118.290876238538,-1.10953532894956,0.321338878634511,-3.45285118832926,0.0005546949149603,0.0451803709039531,chr2,56996841,57014015,-,,Nr4a2
ENSMUSG00000131758.1,11.9920959304167,1.27636987122505,0.370949940221159,3.44081433323343,0.0005799663515964,0.046606794301537,chr4,127223166,127237410,+,,ENSMUSG00000131758
ENSMUSG00000127377.1,75.9868106372244,-1.05644540524372,0.307323272203664,-3.43757046991093,0.0005869579660046,0.0470114200238681,chr16,44350042,44351532,-,,ENSMUSG00000127377
ENSMUSG00000120959.2,20.2123043223751,1.37103239162596,0.400250686612545,3.42543420282291,0.0006138175891406,0.0486759373989133,chr10,116749910,116751945,+,,Gm57004
ENSMUSG00000072688.3,145.933504615848,1.08311638387453,0.31636882636689,3.42358757755246,0.0006180033472097,0.0488466592985413,chr5,117456561,117457309,-,,Gm10399
ENSMUSG00000085121.4,18.2689162659683,1.20411151027861,0.352410090808098,3.41679066997629,0.000633639808319,0.0489862145998855,chr3,98842882,98848886,-,,5730437C11Rik
ENSMUSG00000136351.1,49.6787941971221,-1.09698961101975,0.320669629831009,-3.42093391132132,0.0006240649541416,0.0489862145998855,chr5,150049774,150064826,+,,ENSMUSG00000136351
ENSMUSG00000086993.3,20.6927847511673,-1.22870013527821,0.359501567590947,-3.41778797659171,0.0006313226671036,0.0489862145998855,chr7,97299215,97346306,-,,Rsf1os2
ENSMUSG00000035041.9,321.611744645396,1.3781598083905,0.403593255443744,3.41472457679016,0.0006384653607761,0.0490405764982933,chr10,80920157,80934708,-,,Creb3l3
ENSMUSG00000067878.14,43.5204229809434,-1.03470139358498,0.303025302947185,-3.41457094018754,0.0006388255553506,0.0490405764982933,chrX,55843217,55867686,-,,Map7d3
ENSMUSG00000125637.1,23.9083930954601,1.42617376983306,0.418067664368843,3.41134675408623,0.0006464282674523,0.0493228150894405,chr12,31426805,31433812,+,,ENSMUSG00000125637
ENSMUSG00000024990.14,272.852665941258,-1.12776415460491,0.33075793595314,-3.40963596642073,0.0006504964382022,0.0494283831359915,chr19,38105076,38113729,-,,Rbp4
