GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name
ENSMUSG00000050097,672.897698504404,-1.29979584805166,0.266307967931104,-4.88079969273741,1.05656516986924e-06,0.0004122829934257,8,105558204,105566725,1,Ces2b
ENSMUSG00000089960,2438.69738816333,-1.565629551498,0.321068490168542,-4.87631019374133,1.08088592969779e-06,0.0004122829934257,1,88139681,88146719,1,Ugt1a1
ENSMUSG00000031938,3502.01670448113,-1.19459236702332,0.245427997050546,-4.86738424865721,1.13085025301576e-06,0.0004170154060146,9,15194633,15217744,-1,4931406C07Rik
ENSMUSG00000038677,46.9404602120299,1.30292620204919,0.269882229264279,4.82775841003342,1.38078457065856e-06,0.0004845440307067,17,28361115,28393828,1,Scube3
ENSMUSG00000096108,8.6936722064629,1.52145780221958,0.315694651038228,4.81939683556864,1.43992887371301e-06,0.0004895083203964,12,114011861,114012432,-1,Ighv11-2
ENSMUSG00000035486,7.06395643831081,-1.46740412165296,0.30612809018457,-4.79343179767736,1.63952213610831e-06,0.0005324042256016,10,80192293,80201323,1,Plk5
ENSMUSG00000025002,13367.6010097769,-1.53923879155134,0.322501023522514,-4.77281831461811,1.81665662100809e-06,0.0005728260594677,19,38995463,39031137,1,Cyp2c55
ENSMUSG00000031604,2699.47281187896,-1.03778102662295,0.222861890766172,-4.65661052706315,3.21457737724587e-06,0.0009325274666231,8,65171173,65186826,-1,Msmo1
ENSMUSG00000025091,121.644186600283,1.21188021047493,0.260993062499884,4.64334261940573,3.42817149263122e-06,0.0009814043048049,19,58748151,58765966,1,Pnliprp2
ENSMUSG00000025347,3104.73292507215,-1.25724390409397,0.272301507102832,-4.61710226091104,3.89135541236141e-06,0.0010585908244186,10,128794143,128796857,-1,Tmt1b
ENSMUSG00000071636,22.6655292562517,-1.07765025465041,0.234907911387314,-4.58754346878337,4.48492064911855e-06,0.0011899807141813,16,17026467,17031846,1,Rimbp3
ENSMUSG00000044505,94.4684386455125,-1.1447902442644,0.251768731875471,-4.5469913429545,5.44182356936082e-06,0.0013929147693951,3,94305824,94311808,1,Lingo4
ENSMUSG00000019359,176.839413473705,-1.10195511851861,0.242932477785146,-4.53605515641757,5.73161963269862e-06,0.0014333660729726,X,99773479,99782501,1,Gdpd2
ENSMUSG00000031647,1342.28182620357,-1.43176716542505,0.315563777897213,-4.53717208915976,5.70135817295329e-06,0.0014333660729726,8,61085861,61129763,1,Mfap3l
ENSMUSG00000051452,149.516504479091,-1.31826838301867,0.290946843061721,-4.53095957029861,5.87163757169379e-06,0.001451695666447,11,84039177,84058302,-1,Gm11437
ENSMUSG00000053279,3601.90540238878,-1.43184082771043,0.31643389375431,-4.52492876386421,6.04158519789562e-06,0.0014769299904563,19,20470079,20620829,1,Aldh1a1
ENSMUSG00000032080,86.6961548438312,1.45235536647855,0.322135895865474,4.50851763221401,6.52821445111668e-06,0.0015781595756993,9,46151994,46154757,1,Apoa4
ENSMUSG00000041261,803.057755026057,-1.38329107100095,0.308354772523488,-4.48603749402187,7.25599780776337e-06,0.0017159646119946,4,8143362,8239041,-1,Car8
ENSMUSG00000040164,30.4547276661275,1.11864438763666,0.25146215139444,4.44855967959156,8.64480305727284e-06,0.0019798418959693,2,164005539,164013033,-1,Kcns1
ENSMUSG00000097615,70.7633044807422,-1.27390612035287,0.288540107559555,-4.41500535619622,1.01007489321853e-05,0.0022424693318117,1,185179311,185187765,-1,Gm2061
ENSMUSG00000105501,21.9964734883184,1.37669177621887,0.31344571629967,4.39212184001481,1.12249760766259e-05,0.0024180376683084,14,54586919,54589093,-1,5330426L24Rik
ENSMUSG00000058258,3444.25463276906,-1.08685462762254,0.250965857874843,-4.33068719715873,1.48644715835021e-05,0.0030875558799567,13,8935537,8942487,1,Idi1
ENSMUSG00000085980,13.8879831073615,-1.21939583492059,0.282432952401246,-4.31747012716922,1.57827761021176e-05,0.003209213641624,4,45591582,45646116,1,Gm12408
ENSMUSG00000052131,38.5003277417275,-1.119216431222,0.261508445549058,-4.27984812831613,1.87020889117178e-05,0.0036657779139841,6,34389269,34400077,1,Akr1b7
ENSMUSG00000001506,5406.46299119604,1.12348633640879,0.263192578797802,4.26868546803486,1.9662829888428e-05,0.003785877786571,11,94827050,94843868,1,Col1a1
ENSMUSG00000079494,22.2248443068844,-1.10331612706793,0.25868182444745,-4.26514746223333,1.99770216027901e-05,0.0038126320965956,6,85794200,85797954,-1,Nat8f5
ENSMUSG00000092474,10.2873009992252,-1.30748837854619,0.307242231072017,-4.25556204947527,2.08524522890838e-05,0.0039021417677623,17,36478684,36499178,1,Gm20478
ENSMUSG00000067297,702.029338069369,-1.2499959255758,0.294949810090013,-4.23799535654667,2.25524432506242e-05,0.0040420935079821,19,34594449,34618143,-1,Ifit1bl2
ENSMUSG00000073402,127.357250600184,-1.28041726843321,0.301956341960095,-4.2404052854847,2.23116566920495e-05,0.0040420935079821,17,36475335,36479429,-1,H2-T5
ENSMUSG00000067656,15.6240757233793,1.15945981973729,0.274405366616674,4.22535402289337,2.38565431258676e-05,0.0041858613612056,19,7841753,7943392,-1,Slc22a27
ENSMUSG00000037411,162.283753389964,1.15976021437459,0.275966585968872,4.20253854394315,2.63938288938845e-05,0.0044585483895328,5,137090358,137101122,-1,Serpine1
ENSMUSG00000037379,401.664644527171,1.04179312117918,0.24920545545607,4.18045872740869,2.90921613263505e-05,0.0047951375301318,5,33355528,33375799,-1,Spon2
ENSMUSG00000032334,292.471781541036,1.0452161871918,0.250480093978559,4.1728513056262,3.00811269933224e-05,0.0049208652631106,9,58195021,58220469,-1,Loxl1
ENSMUSG00000082029,78.5245036051126,-1.29171256973151,0.311409182408936,-4.14795915695016,3.35452223871487e-05,0.0054062474331644,2,119496107,119496517,-1,H3f3c
ENSMUSG00000023132,13.9920252716817,-1.33501617443518,0.32323571980219,-4.13016288933713,3.62506296641766e-05,0.0056741363280826,13,113230359,113237515,-1,Gzma
ENSMUSG00000095700,107.028612959901,1.3358434186212,0.324211561446635,4.12028310360266,3.78407147200543e-05,0.0058390101430086,12,114487061,114487525,-1,Ighv10-3
ENSMUSG00000037440,190.564816285447,-1.29552714932666,0.316082702906876,-4.09869675693185,4.15482957232336e-05,0.0062342501382785,10,23770586,23781241,1,Vnn1
ENSMUSG00000032854,48.0838225749491,-1.30064473172635,0.319345363512116,-4.07284676821996,4.64419804267296e-05,0.0067145659175874,3,125658920,125732268,-1,Ugt8a
ENSMUSG00000055675,1597.37900912518,-1.14642130985177,0.282349758274406,-4.06028790978318,4.9012241136359e-05,0.006924411236388,8,15061025,15083333,1,Kbtbd11
ENSMUSG00000013418,4022.38763552354,-1.11651592061017,0.27569724995346,-4.04978983576603,5.12636507731694e-05,0.0070591344928597,11,95756769,95805717,-1,B4galnt2
ENSMUSG00000037492,33.4680895899161,-1.30819587028426,0.324088946550152,-4.03653344000061,5.42467966810381e-05,0.0073392119263819,8,24126035,24646601,1,Zmat4
ENSMUSG00000019888,6619.08036395482,-1.30483968403077,0.323620902775484,-4.03200063049086,5.53040387499285e-05,0.0073704558763409,10,101517348,102227330,1,Mgat4c
ENSMUSG00000053862,540.059409181106,-1.29082077193328,0.321383559778155,-4.01644929449504,5.90815685643215e-05,0.0077376998793208,9,65319996,65330237,-1,Slc51b
ENSMUSG00000052392,326.085743125622,-1.036236363714,0.259505680210566,-3.99311630817943,6.52105615971717e-05,0.0083553227608642,12,84085153,84095375,1,Acot4
ENSMUSG00000022383,621.008634685642,-1.02833356321744,0.257994179374095,-3.98587892840149,6.72307890162832e-05,0.0085022918011219,15,85619184,85687020,1,Ppara
ENSMUSG00000085584,6.02400820911846,1.15887588868282,0.291170554388416,3.98005866739156,6.88982628249774e-05,0.0086150546223162,X,141876886,141887293,1,Rtl9
ENSMUSG00000034528,216.306365959918,-1.27239876294628,0.320430402401682,-3.97090523686089,7.16000567344403e-05,0.0089017281964069,5,104103306,104125276,-1,Hsd17b13
ENSMUSG00000026726,452.648921689739,-1.24359071915332,0.314594926292009,-3.95299038611644,7.7180539230408e-05,0.0093811005141675,2,13281149,13496624,-1,Cubn
ENSMUSG00000024340,95.4636173301108,-1.25980877658503,0.320285852674066,-3.93338877152048,8.37566055254346e-05,0.0098276512311553,17,34573796,34588469,1,Btnl2
ENSMUSG00000096632,49.4683577774566,1.27260060117969,0.323946916641504,3.92842325641894,8.55046273574055e-05,0.0098953413692291,6,67919058,67919524,-1,Igkv9-124
ENSMUSG00000103392,46.6967156273065,-1.01814141133364,0.259159069200033,-3.92863508298752,8.54293589039784e-05,0.0098953413692291,3,10386772,10400741,-1,Gm38303
ENSMUSG00000023073,2415.81150302203,-1.18563231210335,0.302187800528578,-3.92349495919252,8.72735922915978e-05,0.009913687830923,8,5133219,5155351,-1,Slc10a2
ENSMUSG00000028088,1240.59792275818,-1.1005515219949,0.280464976804425,-3.9240247910253,8.70817683509589e-05,0.009913687830923,3,97536120,97562598,1,Fmo5
ENSMUSG00000009356,154.5092735431,-1.1755782039639,0.304114604337618,-3.8655762899792,0.0001108271984904,0.0117051813473599,11,87697254,87719115,-1,Lpo
ENSMUSG00000111296,25.7168859638978,-1.22092104035282,0.316348012709546,-3.85942377161005,0.0001136547018705,0.0119458229400885,9,60241373,60242253,1,2010001M07Rik
ENSMUSG00000040026,73.3233758202263,-1.20924623750556,0.313701499580711,-3.85476715642681,0.0001158398258842,0.0120252039111521,7,46361422,46365124,-1,Saa3
ENSMUSG00000061728,87.8141777004487,-1.23302228452582,0.319909426724915,-3.85428556185085,0.0001160680618349,0.0120252039111521,17,34751851,34766625,-1,Btnl7-ps
ENSMUSG00000094117,56.075615929332,1.24950101047463,0.324161116831579,3.8545678232094,0.0001159342419365,0.0120252039111521,6,70495234,70495833,1,Igkv3-12
ENSMUSG00000032226,4008.00388140822,-1.20781078421075,0.313670678184207,-3.8505696203502,0.0001178434246336,0.0121512767286896,9,69938778,69945370,-1,Gcnt3
ENSMUSG00000035540,33.1702767975639,1.24538366399911,0.323889811686905,3.84508440544276,0.0001205109498228,0.0123677204495065,5,89565381,89605757,-1,Gc
ENSMUSG00000018623,16.8134215266988,-1.23310819091407,0.321405698121671,-3.83660961246327,0.0001247445317791,0.012682555037005,9,7692091,7699587,1,Mmp7
ENSMUSG00000037708,8.13831645544928,1.15848240512168,0.303874307999936,3.81237365128585,0.0001376385926284,0.0137482063664119,2,18698843,18755224,1,Spag6
ENSMUSG00000060615,494.236251731839,1.10944518186971,0.29135181826235,3.80792262937142,0.0001401391017816,0.0139224038240383,14,52001335,52011047,-1,Ang4
ENSMUSG00000067231,2824.53526885175,-1.12463817615948,0.296270802166199,-3.7959804609048,0.0001470610814402,0.0144126484184515,19,39049459,39082388,1,Cyp2c65
ENSMUSG00000058022,658.592452516075,-1.03271394767364,0.27288252285982,-3.78446350044977,0.0001540405113096,0.0148953751313965,13,41916624,42001160,-1,Adtrp
ENSMUSG00000062410,3759.71458323838,-1.08655787375242,0.288094080674922,-3.77153835027408,0.0001622442161336,0.0155504291207936,3,98648839,98670443,-1,Hsd3b3
ENSMUSG00000037188,17.6488907781751,1.02342766278306,0.272496126613041,3.75575123031523,0.0001728222967863,0.0162123425703014,4,135269199,135300941,-1,Grhl3
ENSMUSG00000087642,15.3876763366832,1.21485587730359,0.323480199571172,3.75558033819099,0.0001729402730803,0.0162123425703014,12,113232880,113236868,-1,Ighe
ENSMUSG00000091387,246.038281527389,-1.19608300774797,0.318565020595423,-3.75459617478529,0.0001736211710658,0.0162123425703014,13,97061197,97087414,1,Gcnt4
ENSMUSG00000021214,24.6108860630398,-1.18149578209878,0.315503451347186,-3.74479511096897,0.0001805410510412,0.0165739731962206,13,4182614,4200653,-1,Akr1c18
ENSMUSG00000092243,14.9068886365355,-1.13005302420438,0.301960657567548,-3.74238496268867,0.0001822819857658,0.016663483883649,17,36420611,36440317,-1,H2-T9
ENSMUSG00000027790,664.240958502809,-1.14097237107243,0.306947176193979,-3.71716197301448,0.0002014732838669,0.0176752186979522,3,72795890,72875196,-1,Sis
ENSMUSG00000086434,27.6130990646889,-1.07299813096096,0.288919958835764,-3.71382487829754,0.0002041500910991,0.0177667741281792,10,42574029,42575088,-1,Gm15200
ENSMUSG00000030307,43.1405481347334,1.14414012849114,0.310173854978301,3.68870589873275,0.0002253975804739,0.0190816154022267,6,114108202,114226913,1,Slc6a11
ENSMUSG00000030359,39.6899732191105,1.19143311770526,0.324118380557509,3.67591963052482,0.0002369941303552,0.0195932949671473,6,128460530,128503683,-1,Pzp
ENSMUSG00000038412,2695.64338984179,-1.01418157858145,0.276791240207857,-3.66406674510309,0.00024824205065,0.0203045199097512,9,121677629,121687428,-1,Higd1a
ENSMUSG00000029334,813.564665478104,-1.12556588165713,0.307922001459199,-3.65536037153316,0.0002568209597115,0.0204937517339655,5,99077632,99185210,-1,Prkg2
ENSMUSG00000106219,10.5609848494735,1.08778753572625,0.298328212496191,3.64627779124357,0.0002660663459686,0.0208982147625981,5,64202316,64215554,1,5830416I19Rik
ENSMUSG00000028713,844.144133646144,-1.1192889877003,0.307990307431175,-3.63416951993018,0.0002788774645339,0.021669774985236,4,115481922,115504920,-1,Cyp4b1
ENSMUSG00000075520,663.395392947885,-1.13431489647021,0.312826663681218,-3.62601730658777,0.0002878260727952,0.0220501122035458,2,15531290,16260366,1,Malrd1
ENSMUSG00000046714,6.01964196587901,1.12925659639563,0.311681081811907,3.62311562136168,0.0002910756303147,0.0221312158874042,8,121842910,121845634,1,Foxc2
ENSMUSG00000029700,648.423692451046,-1.09926890395118,0.305028436254837,-3.60382434322546,0.0003135690162175,0.0231265121554062,6,24088282,24168091,-1,Slc13a1
ENSMUSG00000020427,1133.70012444805,1.0822750465797,0.30274590896912,3.5748626637597,0.0003504117845391,0.0249147359353516,11,7156086,7163923,-1,Igfbp3
ENSMUSG00000032845,17.4648475958567,1.0678078694973,0.299083624657922,3.57026524176511,0.000356619937352,0.0251099675630042,18,65398600,65527137,-1,Alpk2
ENSMUSG00000056648,45.0469199235698,-1.10469743665659,0.309370503284003,-3.5707910900687,0.0003559046809055,0.0251099675630042,11,96172731,96176141,1,Hoxb8
ENSMUSG00000109141,4.32549096870184,-1.15834707769243,0.324291885961835,-3.57192741427009,0.0003543636374232,0.0251099675630042,8,24900709,24907237,1,Gm30692
ENSMUSG00000026532,198.9121918811,1.10544260929686,0.310253365408053,3.56303180738411,0.0003665962402612,0.0255439286026351,1,174000342,174076016,1,Spta1
ENSMUSG00000027375,333.951228160721,-1.15206206790651,0.323370531365741,-3.56266869167338,0.0003671038609972,0.0255439286026351,2,127475146,127498615,-1,Mal
ENSMUSG00000039339,10.2819983561179,-1.14488435650906,0.321309230365384,-3.56318539373154,0.0003663817304621,0.0255439286026351,10,39796956,39802945,-1,Mfsd4b2
ENSMUSG00000083287,7.30629336235031,-1.15438648663322,0.32427533320185,-3.55989607730864,0.0003710015828667,0.0255439286026351,2,53586133,53586816,-1,Idi1-ps1
ENSMUSG00000118384,8.83365835411428,1.1323558088898,0.318017178430416,3.56067497510223,0.0003699027239822,0.0255439286026351,18,75105834,75114618,-1,9030625G05Rik
ENSMUSG00000110277,448.286882353146,-1.02076669239855,0.286985673593447,-3.55685592112378,0.0003753198639784,0.0257597295917308,18,90597901,90610652,1,Gm45871
ENSMUSG00000029368,481.61161200725,1.12658986902472,0.318610574464516,3.53594625953067,0.0004063173404055,0.0271173201693355,5,90608756,90624461,1,Alb
ENSMUSG00000020469,11.3664341575273,-1.07902310333954,0.305702295061583,-3.52965326322517,0.0004161046157786,0.0276855905978472,11,5846637,5848782,-1,Myl7
ENSMUSG00000073406,55.5092432684161,-1.07235356867975,0.30475947509043,-3.51868819947782,0.0004336860884529,0.0287674031294814,17,36391007,36395115,-1,H2-T13
ENSMUSG00000038692,166.314225981716,-1.13391133784647,0.322410856418813,-3.51697629056732,0.0004364927691347,0.0287781005395918,11,96209093,96212464,1,Hoxb4
ENSMUSG00000074139,9.30956841007676,-1.05599437682985,0.301835955736163,-3.49857052071326,0.000467759372686,0.0298446940514103,9,92191430,92239929,1,Plscr1l1
ENSMUSG00000096452,80.9990832612224,1.03642102374525,0.296675414406949,3.49345100205573,0.0004768204768232,0.0300892801999072,12,115825487,115825975,-1,Ighv1-77
ENSMUSG00000096326,130.420615358306,1.02346311313475,0.293339406350053,3.48900656024855,0.0004848192503223,0.0304861630903547,12,115832393,115832847,-1,Ighv1-78
ENSMUSG00000022705,5.40824358464166,-1.12665878906494,0.323735236292236,-3.48018585177395,0.00050106606519,0.0313267079894805,16,43574389,43643295,1,Drd3
ENSMUSG00000068122,31.0596489453601,-1.12454294208093,0.324271157027427,-3.46790924111026,0.0005245244065163,0.0325130413463689,X,21350783,21355403,1,Agtr2
ENSMUSG00000070704,46.3206909840211,-1.11437441821414,0.32159956326673,-3.4650992896091,0.0005300357524459,0.0326685208667581,5,87213786,87240414,-1,Ugt2b36
ENSMUSG00000023057,4554.39252929902,-1.10307502349794,0.318955760568513,-3.45839504993355,0.0005434039407349,0.0330246914485219,3,122688721,122693155,1,Fabp2
ENSMUSG00000041378,102.772473661889,1.01546308162445,0.294322948022196,3.4501661812244,0.0005602415668242,0.0334639393220511,16,18595597,18597012,1,Cldn5
ENSMUSG00000074179,9.08602387649495,-1.11865849723777,0.324285548498475,-3.4496094643053,0.000561398072002,0.0334639393220511,9,78197205,78212807,1,Gsta5
ENSMUSG00000040569,37.7759849444319,1.00463216087656,0.293292739762277,3.42535639201587,0.0006139934297202,0.0354340982769828,4,14502430,14621805,-1,Slc26a7
ENSMUSG00000013653,10401.4806709283,-1.04331363380344,0.304960068012137,-3.4211483510094,0.0006235730758748,0.0357970433029277,11,58311937,58316850,1,1810065E05Rik
ENSMUSG00000106802,5.47781801135221,-1.05569638758268,0.309779187987853,-3.40789965407256,0.0006546496409887,0.0366149414884104,5,134510087,134514300,-1,Gm42885
ENSMUSG00000000049,11.9334061164633,1.07708510503172,0.317264245580658,3.39491486997042,0.0006864994286464,0.0375623821955464,11,108234180,108305222,1,Apoh
ENSMUSG00000000690,241.313919354764,-1.04408452485916,0.307910184148188,-3.39087363332118,0.0006967021667356,0.037800870428098,11,96183302,96192395,1,Hoxb6
ENSMUSG00000111918,15.3073489314681,-1.08055235552265,0.321649969200177,-3.35940450487087,0.0007811064204714,0.0411489888382506,10,52569934,52573769,1,Gm47624
ENSMUSG00000041220,1765.30621529357,-1.01302536280065,0.301889446240243,-3.35561701615261,0.000791881478325,0.0413715083769195,3,129326004,129432144,1,Elovl6
ENSMUSG00000107061,5.96350791585734,1.0720865443752,0.319525204651203,3.3552487527408,0.0007929364798995,0.0413715083769195,5,75993652,75996547,-1,Gm19590
ENSMUSG00000097754,19.6243784326448,-1.08306009295734,0.324017097963166,-3.34260167060832,0.0008299694461392,0.0424885770344742,1,150034388,150040866,-1,Ptgs2os2
ENSMUSG00000030155,923.654885896435,-1.07258770369804,0.321212568081208,-3.33918348869487,0.0008402504310552,0.0425663250694331,6,129068961,129077876,-1,Clec2e
ENSMUSG00000048763,198.652675580209,-1.072222671092,0.322625167064286,-3.32343158733909,0.0008891722963129,0.0442940498014642,11,96214152,96238756,1,Hoxb3
ENSMUSG00000036110,27.5252843545814,-1.07013454632813,0.323119272963044,-3.31188708279412,0.0009266894136041,0.04539728696072,13,23990976,24009163,1,Slc17a2
ENSMUSG00000052396,38.071642531397,-1.02987816126626,0.312640149707396,-3.29413276647332,0.0009872585495331,0.047416742300648,7,98868291,98887826,-1,Mogat2
ENSMUSG00000096271,179.279089546835,1.01358375401897,0.308226273391386,3.28844047869963,0.0010074408422467,0.0480677421157085,N/A,N/A,N/A,N/A,N/A
ENSMUSG00000034057,16.9545785125229,-1.06470597898336,0.323958525417255,-3.28655026939646,0.001014226695455,0.0482856240985011,10,116612440,116732824,-1,Myrfl
ENSMUSG00000028001,23.0212028330301,1.06208281854025,0.324157422042074,3.27644146430308,0.001051241012708,0.0488396856179798,3,82933383,82940934,1,Fga
ENSMUSG00000057933,9.63459831765465,-1.01547106997048,0.309826469898512,-3.27754781669595,0.0010471299319271,0.0488396856179798,9,78238300,78263070,-1,Gsta2
ENSMUSG00000091618,19.7464358213269,-1.0139192570202,0.309712949357582,-3.27373866389285,0.0010613472000793,0.0488396856179798,10,3206208,3217771,-1,H60c
