GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome,Start,End,Strand,Feature,Gene name
ENSMUSG00000003477.6,33.7021848396389,2.10695032438318,0.424977712426973,4.95779016822026,7.12995074345176e-07,0.001010037998065,chr6,55147610,55152028,-,,Inmt
ENSMUSG00000021775.12,2157.39584185041,1.57273805289984,0.316831700916029,4.9639542014032,6.90722379829551e-07,0.001010037998065,chr14,4230568,4265642,+,,Nr1d2
ENSMUSG00000024910.6,57.7065946557076,2.04903823903077,0.412092173102815,4.97228137967945,6.61695708918563e-07,0.001010037998065,chr19,5515070,5518535,-,,Ctsw
ENSMUSG00002075482.1,9.21410397812346,-2.33230300401314,0.471052588878041,-4.95125822271405,7.37351870103232e-07,0.001010037998065,chr19,38995469,38995533,-,,Gm54789
ENSMUSG00000017499.16,210.995496135867,-1.10694642139616,0.22851549880604,-4.84407590373432,1.27202301354803e-06,0.0016666819798384,chr11,98798626,98814766,+,,Cdc6
ENSMUSG00000026573.8,7.65765290694015,2.1588094345745,0.448005932031146,4.81870725413613,1.44491379620542e-06,0.0016747662370171,chr1,164759212,164763096,-,,Xcl1
ENSMUSG00000061577.13,92.5752420541567,1.17809069943054,0.244248398765871,4.82333028745796,1.41180897025198e-06,0.0016747662370171,chr8,95650321,95669908,+,,Adgrg5
ENSMUSG00000089929.2,16.3476980699591,1.9720298523306,0.407947789826411,4.83402509220539,1.33799710266381e-06,0.0016747662370171,chr9,89081261,89089880,+,,Bcl2a1b
ENSMUSG00000027790.15,437.684932668634,2.26691893245273,0.47368113222778,4.78574884710129,1.70350972244104e-06,0.0019013692220549,chr3,72795889,72875196,-,,Sis
ENSMUSG00000007080.15,663.743482696041,-1.09756687462614,0.230284300830378,-4.7661385108253,1.87790185829313e-06,0.0020211589429114,chr5,110434171,110485340,+,,Pole
ENSMUSG00000042489.16,448.565533595584,-1.18174382495837,0.251560046124628,-4.6976610283054,2.63157694929708e-06,0.0025737330567479,chr4,126450727,126487696,+,,Clspn
ENSMUSG00000022657.10,40.8039522852646,2.15416476256397,0.457680247722699,4.70670249214937,2.51755903855782e-06,0.0025737330567479,chr16,45856019,45940614,-,,Cd96
ENSMUSG00000030492.17,145.058346356995,2.10679583182047,0.449900859778427,4.6828001903754,2.82982326182318e-06,0.0026649860568219,chr7,35148220,35165461,+,,Slc7a9
ENSMUSG00000133723.1,15.1254006881644,2.11242331556571,0.452420313303929,4.66916107311614,3.02432195067662e-06,0.0027618474638057,chr7,106041561,106128478,-,,ENSMUSG00000133723
ENSMUSG00000022584.15,33.3245313852875,2.0452946398159,0.440551577287113,4.64257704491875,3.44090265785664e-06,0.0030498541910931,chr15,74980006,74983819,-,,Ly6c2
ENSMUSG00000044352.7,46.5585274023193,1.47118612712361,0.317873714636113,4.6282094409969,3.68840897223779e-06,0.0031758255082102,chr11,53367399,53371101,-,,Sowaha
ENSMUSG00000038298.15,42.0497502822645,2.18454847240117,0.473394885962833,4.61464315981792,3.93771275777351e-06,0.0032963031018961,chr3,96736599,96778242,+,,Pdzk1
ENSMUSG00000026726.11,454.742349462644,2.14825168965287,0.47229331091731,4.54855412938294,5.40157505156081e-06,0.0043995098852388,chr2,13281148,13496624,-,,Cubn
ENSMUSG00000020405.5,702.082130040615,2.12122863876751,0.474063821090609,4.47456343301524,7.65675936533549e-06,0.006072213164046,chr11,43486875,43492367,-,,Fabp6
ENSMUSG00000035686.9,394.620982664187,2.11210962857989,0.47384620583612,4.45737372709991,8.29698807473095e-06,0.0062730004437801,chr7,97062144,97066937,-,,Thrsp
ENSMUSG00000020108.5,942.363132474294,1.1212487129941,0.251591804425071,4.45661859119911,8.32625490281414e-06,0.0062730004437801,chr10,59785490,59787656,-,,Ddit4
ENSMUSG00000033196.18,34.171934733573,-1.22656248791858,0.276058696643753,-4.44312207088852,8.86628280824072e-06,0.0065169341148571,chr11,67061852,67088343,+,,Myh2
ENSMUSG00000129451.1,9.56050112211664,1.85160037334994,0.419578044307193,4.41300587214306,1.01945230301899e-05,0.0069823215008591,chr2,32368556,32383440,-,,ENSMUSG00000129451
ENSMUSG00000022512.4,44.8638735318751,1.56688426983604,0.354712169248449,4.41734004546812,9.99229651192169e-06,0.0069823215008591,chr16,26175391,26190591,-,,Cldn1
ENSMUSG00000025163.7,36.4725202118131,1.70678362620422,0.387679763976135,4.40256052753191,1.06980730238964e-05,0.0071643806366253,chr11,120927572,120930244,-,,Cd7
ENSMUSG00000050914.17,280.747811252867,1.71200745159482,0.389686354933661,4.39329586453256,1.11645021485797e-05,0.0073142051467303,chr8,46449938,46458744,-,,Ankrd37
ENSMUSG00000085881.5,264.479801005989,-1.03857952767592,0.237445165593989,-4.37397630344599,1.22003628267728e-05,0.0078227688116516,chr13,74156111,74158512,-,,Gm15912
ENSMUSG00000032094.9,72.0783616761934,2.05725822130166,0.472705636706228,4.35209157994489,1.34844910534895e-05,0.0084660129664158,chr9,44893083,44898637,+,,Cd3d
ENSMUSG00000092586.9,54.5643181955599,-1.89982855389464,0.437458630595668,-4.34287592247917,1.40629566074781e-05,0.0086490053127134,chr17,35284363,35289026,+,,Ly6g6c
ENSMUSG00000056032.13,134.045609096903,1.9985722580949,0.464296834451185,4.30451407332397,1.67352654311768e-05,0.0100866791806789,chr11,116642992,116650199,+,,BC018473
ENSMUSG00000073490.12,68.1194239262714,1.19218094155881,0.278274553755589,4.28418957274087,1.83406484930606e-05,0.0102757543967989,chr1,173550992,173569313,-,,Ifi207
ENSMUSG00000027843.14,167.52224427014,1.51196683419647,0.35332661627328,4.27923276809422,1.875386553703e-05,0.0102757543967989,chr3,103767110,103819563,+,,Ptpn22
ENSMUSG00000029417.10,20.6574104573381,1.98341979858513,0.463187405492382,4.28211081533336,1.85128740251532e-05,0.0102757543967989,chr5,92469205,92475938,-,,Cxcl9
ENSMUSG00000094335.3,153.346170290745,1.9875537514688,0.464312910986041,4.2806342542746,1.86361420642213e-05,0.0102757543967989,chr6,68098029,68098811,+,,Igkv1-117
ENSMUSG00000118661.1,124.90021042181,-1.66698123408168,0.389495556005165,-4.27984660769678,1.87022166891803e-05,0.0102757543967989,chr7,141213372,141241641,-,,Muc6
ENSMUSG00000000686.12,56.4179527649004,1.59132370448309,0.372473147332256,4.27231792648825,1.93451494433818e-05,0.0103691283744457,chr11,77405946,77429433,+,,Abhd15
ENSMUSG00000076677.2,167.057303602952,2.00362185214449,0.469313841021946,4.26925796132826,1.96124342096963e-05,0.0103691283744457,chr12,114355331,114355789,-,,Ighv6-3
ENSMUSG00000040283.15,91.0339922644956,1.52119195701151,0.356899630253438,4.26224021563512,2.02387714134192e-05,0.0104889148632265,chr11,49056411,49077986,-,,Btnl9
ENSMUSG00000086283.9,26.8255313124481,-1.70894463718446,0.401255683469896,-4.25899172917927,2.05351067470919e-05,0.0104889148632265,chr11,102507429,102515267,-,,2810433D01Rik
ENSMUSG00000016283.14,113.18447506025,1.72642618863325,0.407150600294296,4.24026438223439,2.23256673409406e-05,0.0112134385164431,chr17,37791741,37794443,-,,H2-M2
ENSMUSG00000053054.14,16.6426399639212,1.87824635232097,0.443881966677908,4.23140945864079,2.32231474796228e-05,0.0114729962696051,chr3,138019046,138036895,+,,Adh6a
ENSMUSG00000074151.15,487.574541934398,1.76211090717359,0.416872602890799,4.22697700677436,2.36851859829986e-05,0.0115125284642524,chr8,95160983,95253900,+,,Nlrc5
ENSMUSG00000039323.19,581.701767646112,-1.58842840884141,0.380229779824967,-4.17754866431719,2.94667632149203e-05,0.0125071883978146,chr1,72863661,72891633,+,,Igfbp2
ENSMUSG00000028460.7,17.1054606669911,1.98965140164835,0.473960580131546,4.19792591421027,2.69370718782426e-05,0.0125071883978146,chr4,43482080,43483734,-,,Sit1
ENSMUSG00000029762.7,858.107385250415,-1.29752841515291,0.309743638869274,-4.18903974877279,2.8013733310605e-05,0.0125071883978146,chr6,34331053,34345398,+,,Akr1b8
ENSMUSG00000076522.3,42.7150397451559,1.95504689963947,0.46583830476591,4.19683585406723,2.7066995890261e-05,0.0125071883978146,chr6,68402558,68403056,+,,Igkv16-104
ENSMUSG00000033082.11,87.9119696146606,1.03144289265994,0.246327209119952,4.18728769893083,2.82307881576042e-05,0.0125071883978146,chr6,129401734,129428963,-,,Clec1a
ENSMUSG00000025140.16,157.839605939554,-1.05644929825619,0.252778511117058,-4.17934773643384,2.92346378052176e-05,0.0125071883978146,chr11,120526537,120534595,-,,Pycr1
ENSMUSG00000076613.5,79.4132009333357,1.81513069586011,0.433457383353137,4.18756437326926,2.81964060357348e-05,0.0125071883978146,chr12,113266584,113271553,-,,Ighg2b
ENSMUSG00000035299.18,930.842390115465,-1.65818027671852,0.396923914918349,-4.17757714865739,2.94630744102146e-05,0.0125071883978146,chrX,168468194,168773794,+,,Mid1
ENSMUSG00000056290.17,142.153441304507,1.9745834885045,0.473726186894327,4.16819577032368,3.07020192819585e-05,0.0128505007372375,chr19,11420916,11444419,+,,Ms4a4b
ENSMUSG00000005503.9,26.0726387802787,-1.29986580975399,0.313074108573724,-4.1519428600334,3.29664582366096e-05,0.0136092765125817,chr6,52290482,52295363,+,,Evx1
ENSMUSG00000095210.4,22.6675760080652,1.91288524453661,0.462420155362382,4.13668224093206,3.52363524211875e-05,0.0143497664400663,chr12,113699730,113700250,-,,Ighv5-9-1
ENSMUSG00000034792.9,36.7608507792662,1.19187058704983,0.288344146370258,4.13350020124692,3.5727998298387e-05,0.0143559860896026,chr10,81338139,81360059,-,,Gna15
ENSMUSG00000022389.16,2324.18321099917,1.6151774385318,0.391090691304295,4.12993066427932,3.62872655318399e-05,0.0143888557114148,chr15,81686621,81711064,+,,Tef
ENSMUSG00000085129.4,10.4901450912096,1.78364112972846,0.432866744931179,4.12053166618756,3.77999107197504e-05,0.0144153948284392,chr2,166289370,166301207,+,,5031425F14Rik
ENSMUSG00000034855.14,21.3485841693127,1.67001428114043,0.405448191171736,4.11893385518414,3.80629376607722e-05,0.0144153948284392,chr5,92494496,92496748,-,,Cxcl10
ENSMUSG00000094134.4,11.5874047388536,1.94675204373119,0.473105921945817,4.1148333881015,3.87459178757492e-05,0.0144153948284392,chr12,113790265,113790749,-,,Ighv5-15
ENSMUSG00000055413.13,83.4139886985706,1.34224326219704,0.326153664260418,4.11537078769511,3.86557499781636e-05,0.0144153948284392,chr17,35613101,35616776,+,,H2-Q5
ENSMUSG00000073125.11,121.607869248351,-1.58779347642449,0.385817675882207,-4.11539847881219,3.86511092083251e-05,0.0144153948284392,chrX,72235812,72246536,+,,Xlr3b
ENSMUSG00000095442.2,43.7495584619965,1.92897889802914,0.473346875382437,4.0751909399859,4.59766070180087e-05,0.0163635235612762,chr12,114450755,114451189,-,,Ighv1-4
ENSMUSG00000076619.2,37.9828122202834,1.87169907601366,0.459888757534896,4.06989526346844,4.70342779076646e-05,0.0164816860351789,chr12,113392704,113392752,-,,Ighj3
ENSMUSG00000028141.14,22.8351126213313,1.8479768550226,0.455373370610217,4.05815749073391,4.94614088586182e-05,0.0165725674760992,chr3,94339720,94351222,-,,Oaz3
ENSMUSG00000095794.3,55.2277406155323,1.91754434577835,0.471812351063396,4.06420972544803,4.81954763631766e-05,0.0165725674760992,chr6,70348422,70348977,+,,Igkv6-17
ENSMUSG00000123826.1,7.65226433146222,1.72356220609875,0.424875071241303,4.0566329322717,4.97852320258908e-05,0.0165725674760992,chr9,48559599,48561006,-,,ENSMUSG00000123826
ENSMUSG00000111926.3,24.0231059231103,-1.47210969687354,0.362714180203565,-4.05859427951603,4.93690015217365e-05,0.0165725674760992,chr10,121341003,121393878,+,,Gm46204
ENSMUSG00000079017.4,304.774634959758,1.69910138406419,0.418970007713137,4.05542485806655,5.00432585719745e-05,0.0165725674760992,chr12,103408425,103409939,-,,Ifi27l2a
ENSMUSG00000121373.2,14.8496337350923,-1.91254868461601,0.474056851096485,-4.03442895127941,5.47352482555767e-05,0.017929363493805,chr19,39217697,39263429,+,,Cyp2c53-ps
ENSMUSG00000102037.2,18.2783842261364,1.60919291745824,0.4020916191301,4.00205535479607,6.27946021279269e-05,0.0202587009639017,chr9,88838952,88844472,+,,Bcl2a1a
ENSMUSG00000076523.3,59.8711056200402,1.88525273068998,0.471860163874297,3.99536319237198,6.45951500583822e-05,0.0202774941891605,chr6,68414423,68414909,+,,Igkv15-103
ENSMUSG00000096638.3,52.6983870211152,1.82135455536455,0.455866646387963,3.99536699996801,6.45941118559086e-05,0.0202774941891605,chr12,113842715,113843161,-,,Ighv2-9
ENSMUSG00000096336.3,55.4460695616944,1.84012377491826,0.462163560436524,3.9815423206023,6.84695266673744e-05,0.0212721407798762,chr6,67586696,67587492,+,,Igkv1-135
ENSMUSG00000104418.2,49.7880374470106,-1.31395117641509,0.332323429887282,-3.95383249643506,7.69092611634919e-05,0.0230137453972934,chr1,179752516,179752976,-,,Gm37070
ENSMUSG00000048852.14,13.7129335352477,1.79719212040915,0.45416676264984,3.95711942882701,7.58590090956125e-05,0.0230137453972934,chr11,48795482,48883053,-,,Gm12185
ENSMUSG00000086794.2,2.88999020929918,-1.86504819078848,0.471948151158682,-3.9518073886074,7.75631595079299e-05,0.0230137453972934,chr11,103614775,103615358,+,,Gm11642
ENSMUSG00000025716.16,621.063128428329,-1.0499499749222,0.266095479667818,-3.94576404015925,7.95459199989281e-05,0.0231630173750112,chr2,22232315,22508264,+,,Myo3a
ENSMUSG00000022901.14,67.0662531894508,1.17946518098643,0.299008184084557,3.94459163249153,7.99360833223111e-05,0.0231630173750112,chr16,36424230,36486443,-,,Cd86
ENSMUSG00000129623.1,39.3234371552567,1.6275480421488,0.412954345612551,3.94122996752727,8.10648598910948e-05,0.0232663868350289,chr11,98664514,98664854,-,,ENSMUSG00000129623
ENSMUSG00000134570.1,35.7759008547774,-1.18560312988017,0.301903239326089,-3.92709641846402,8.59775208681781e-05,0.0244435714045605,chr6,134609170,134610441,+,,ENSMUSG00000134570
ENSMUSG00000096499.3,33.319493032066,1.77494043876717,0.452736290973711,3.92047307484399,8.83753101784729e-05,0.0248904518461538,chr12,114476949,114477427,-,,Ighv1-5
ENSMUSG00000034226.8,46.6554084772731,-1.45710364701649,0.372161704282564,-3.91524337471913,9.03130605208851e-05,0.0252006888134944,chr2,119099681,119101753,-,,Rhov
ENSMUSG00002075795.1,6240.87302664236,1.84930680503218,0.472886805944481,3.91067541277372,9.20383897711214e-05,0.0254465037994726,chr18,73666473,73666621,-,,Gm54867
ENSMUSG00000040710.11,292.145238787529,1.30481742020883,0.334701288164368,3.89845353558379,9.68089716252388e-05,0.0255339432038292,chr1,95515406,95595296,-,,St8sia4
ENSMUSG00000020038.11,816.729530818459,-1.14713081201949,0.294148161828545,-3.89984015160405,9.62562173521418e-05,0.0255339432038292,chr10,84967563,85020928,-,,Cry1
ENSMUSG00000054404.14,443.923055136729,1.18918306129451,0.305326975143087,3.89478545332334,9.82856852815298e-05,0.0255339432038292,chr11,82842174,82855666,+,,Slfn5
ENSMUSG00000061947.11,35.0035315808527,1.63201432504004,0.418921600333687,3.89575119482997,9.78948434224228e-05,0.0255339432038292,chr12,103581044,103597703,-,,Serpina10
ENSMUSG00000076757.10,14.878731490532,1.56268746577717,0.400985120198396,3.89712083332168,9.73430573957435e-05,0.0255339432038292,chr13,19528727,19536926,+,,Trgc4
ENSMUSG00000043157.9,11.5996843551022,1.62031108606727,0.415083166493592,3.90358178038107,9.47795038519791e-05,0.0255339432038292,chr14,61547201,61549385,+,,Arl11
ENSMUSG00000073412.7,32.679563639757,1.20020451545107,0.307925812137945,3.89770674669326,9.71079084905446e-05,0.0255339432038292,chr17,35404070,35407415,-,,Lst1
ENSMUSG00000018983.10,574.774394344643,-1.06209222697382,0.274748899778848,-3.86568327599755,0.0001107786231851,0.0282917337992179,chr4,135899704,135923368,+,,E2f2
ENSMUSG00000093789.4,21.0002983727123,1.82955373619105,0.473602648796256,3.86305638458986,0.0001119771486389,0.0283575071544783,chr15,100251029,100282317,+,,Methig1
ENSMUSG00000051262.10,64.5428881088655,1.7194490506466,0.445627333384812,3.85849098973875,0.0001140892730618,0.0286516194416012,chr6,85709494,85742736,-,,Nat8f3
ENSMUSG00000076633.9,6.62062293894178,1.82655488112104,0.474064302470886,3.8529686196594,0.0001166943507914,0.0290251403302594,chr12,113542123,113542610,-,,Ighv5-2
ENSMUSG00000024486.7,496.171418573412,-1.05922635407858,0.275032412756948,-3.85127826738969,0.0001175028909042,0.0290251403302594,chr18,36637979,36648858,-,,Hbegf
ENSMUSG00000095079.7,5811.04541918451,1.75697672332684,0.456508584604905,3.84872657947376,0.0001187334435994,0.0290906589944169,chr12,113218449,113223856,-,,Igha
ENSMUSG00000120804.2,4.42857681472096,1.80066532004818,0.468411133983528,3.84419837490777,0.0001209471416344,0.0293940569378674,chr10,60217784,60227812,+,,Gm56993
ENSMUSG00000028259.14,27.6467446347303,1.41498345731219,0.368616014575202,3.83863804436939,0.0001237186515645,0.0295903593932474,chr4,25199907,25242876,-,,Fhl5
ENSMUSG00000040247.7,68.0645898815628,1.62741780005943,0.423943126392817,3.83876444443517,0.0001236549886428,0.0295903593932474,chr19,4233409,4241283,-,,Tbc1d10c
ENSMUSG00000068227.10,112.816245404821,1.66832269541032,0.435290718210763,3.83266315042935,0.0001267634750083,0.0300798746681188,chr15,78363455,78379471,-,,Il2rb
ENSMUSG00000076604.2,42.5970525784643,1.79934117288205,0.470739761101483,3.82236921876277,0.0001321755831055,0.0309765709499792,chr6,70699545,70699583,+,,Igkj1
ENSMUSG00000013415.10,38.6858775845327,-1.19324470310543,0.312238389122446,-3.82158230593964,0.000132598143501,0.0309765709499792,chr11,95847988,95896766,-,,Igf2bp1
ENSMUSG00000076608.3,54.0495151925603,1.74376531170888,0.457953316778881,3.80773595870874,0.0001402448993866,0.0322627502894367,chr6,70700869,70700911,+,,Igkj5
ENSMUSG00000024677.14,257.262523203846,1.64339988750466,0.431515744913523,3.80843551336464,0.0001398488061451,0.0322627502894367,chr19,11493875,11508620,+,,Ms4a6b
ENSMUSG00000033847.16,100.411458366299,-1.14894839878634,0.302161006506836,-3.80243768734053,0.0001432793106907,0.0324651526840271,chr7,13058579,13094597,+,,Pla2g4c
ENSMUSG00000095571.3,155.58046480156,1.80338985455105,0.474067594209902,3.80407747033763,0.0001423336342113,0.0324651526840271,chr12,113822768,113823290,-,,Ighv5-17
ENSMUSG00000028976.11,147.117252874763,1.57347447957234,0.414993946609504,3.79156007558087,0.0001497039245564,0.033095747243959,chr4,150203739,150228626,+,,Slc2a5
ENSMUSG00000076620.3,22.2570410897652,1.56850130055536,0.413663110364703,3.7917359833525,0.0001495979047015,0.033095747243959,chr12,113393087,113393187,-,,Ighj2
ENSMUSG00000021903.12,360.417750337856,1.01049505337686,0.266326344714442,3.79419863423696,0.0001481210639612,0.033095747243959,chr14,31750945,31784154,+,,Galnt15
ENSMUSG00000024397.15,82.9304577458792,1.32533172461009,0.349662507180694,3.79031694103023,0.0001504551822545,0.033095747243959,chr17,35389966,35395044,-,,Aif1
ENSMUSG00000108129.5,20.9472550622052,1.75743813100131,0.466207673212066,3.76964651588199,0.0001634789175656,0.0337525415373053,chr6,125242424,125267691,+,,4930417O13Rik
ENSMUSG00000069893.11,107.099056333032,1.34350548453131,0.355579593097158,3.77835373742668,0.00015786852874,0.0337525415373053,chr11,48836976,48870225,-,,9930111J21Rik1
ENSMUSG00000043122.8,91.0307391131144,1.77972395031213,0.471040759805761,3.77828014511104,0.0001579151783744,0.0337525415373053,chr12,112455881,112466361,+,,A530016L24Rik
ENSMUSG00000076646.4,6.53115726963873,1.78627077204033,0.473437435007737,3.77298168661112,0.0001613081324625,0.0337525415373053,chr12,113759757,113760187,-,,Ighv2-6-8
ENSMUSG00000025321.15,276.30276597706,1.04991881386977,0.278501189652708,3.76988987077228,0.0001633195985348,0.0337525415373053,chr12,119121756,119202537,-,,Itgb8
ENSMUSG00000056069.11,184.719775805199,1.02949749974631,0.272572385845428,3.77696917665799,0.0001587483688328,0.0337525415373053,chr15,27655154,27681665,-,,Otulinl
ENSMUSG00000047501.4,1761.08121308085,-1.29588156865396,0.344634235059117,-3.76016494249816,0.0001698013623839,0.0348104344000251,chr5,134973972,134975788,-,,Cldn4
ENSMUSG00000062545.5,53.6403304609029,1.32259383706005,0.35198178821492,3.75756326418932,0.0001715759972555,0.0349365827925206,chr4,128509235,128512412,-,,Tlr12
ENSMUSG00000042345.16,56.4378908118074,1.75612362342021,0.468418688081371,3.74904688498498,0.0001775079013646,0.0359018665471411,chr17,31426846,31465866,+,,Ubash3a
ENSMUSG00000004612.10,27.4503454050669,1.73795779953604,0.464094712050603,3.74483430732678,0.0001805128677539,0.0359922468128935,chr7,43086496,43087673,+,,Nkg7
ENSMUSG00000076618.2,56.6827828900426,1.67473627694405,0.447382226750243,3.74341262751815,0.0001815377460698,0.0359922468128935,chr12,113392133,113392187,-,,Ighj4
ENSMUSG00000105906.2,210.668129942336,1.67417630251914,0.446880611939004,3.74636146163274,0.0001794180154091,0.0359922468128935,chr16,18880367,18880821,-,,Iglc1
ENSMUSG00000034266.7,28.0427628362565,1.44046122408434,0.385210763424373,3.73941063141434,0.0001844522084553,0.0362052568266807,chr12,85733442,85755861,+,,Batf
ENSMUSG00000039997.17,315.456918870324,1.2310658602972,0.330024268864711,3.73022827845989,0.0001913063612878,0.0362461726136266,chr1,173747972,173770238,-,,Ifi203
ENSMUSG00000040026.9,30.3560773067545,1.59470912471701,0.427552268261721,3.72985771119996,0.0001915879334026,0.0362461726136266,chr7,46361421,46365124,-,,Saa3
ENSMUSG00000002033.15,104.764596804922,1.76121930858675,0.471555038656967,3.73491780217823,0.0001877765089117,0.0362461726136266,chr9,44880869,44891729,-,,Cd3g
ENSMUSG00000034579.18,287.913343088918,-1.11519728260065,0.299368938470456,-3.72516029317684,0.0001951911505617,0.0362461726136266,chr11,3438283,3449350,+,,Pla2g3
ENSMUSG00000139834.1,33.2121202936207,1.59294787818397,0.426705527558263,3.73313157506841,0.000189113739961,0.0362461726136266,chr12,92852064,92858424,-,,ENSMUSG00000139834
ENSMUSG00000060586.12,2007.35054510447,1.23701139077211,0.332442721050731,3.72097601313804,0.0001984542899272,0.0362461726136266,chr17,34524840,34535648,+,,H2-Eb1
ENSMUSG00000053835.18,178.337837249939,1.28997764956299,0.346614989485616,3.7216441547359,0.0001979298190409,0.0362461726136266,chr17,36316586,36331452,-,,H2-T24
ENSMUSG00000034028.17,45.5729017840675,1.59963221696583,0.428980271593955,3.72891790809424,0.0001923037815611,0.0362461726136266,chr18,89195090,89290353,+,,Cd226
ENSMUSG00000046805.12,645.791100392761,1.28600880497284,0.345205964122202,3.72533773639438,0.0001950538908978,0.0362461726136266,chr19,12438142,12442649,+,,Mpeg1
ENSMUSG00000083288.2,21.2213129150695,-1.13841988773764,0.305915438250328,-3.7213548104953,0.0001981567854195,0.0362461726136266,chrX,16476490,16477665,+,,Csnk2a1-ps2
ENSMUSG00000076490.8,93.1927021426073,1.76013889315933,0.473557566111346,3.71684251106543,0.0002017281018041,0.0364165788198575,chr6,41515151,41516815,+,,Trbc1
ENSMUSG00000095612.3,60.7637154704811,1.72088271072675,0.463007725489216,3.71674729381342,0.0002018041101312,0.0364165788198575,chr12,113561065,113561597,-,,Ighv5-4
ENSMUSG00000054072.13,157.990983193783,1.46109598064647,0.393899026959497,3.70931604458295,0.0002078198854426,0.0370583435958555,chr18,60509098,60525706,+,,Iigp1
ENSMUSG00000098814.4,33.3518355540523,1.59967843574653,0.431818043248289,3.70451967155697,0.0002117916725598,0.0373248762822368,chr6,68713280,68713764,-,,Igkv19-93
ENSMUSG00000020264.6,83.9181484313255,1.75149559750709,0.472731029836608,3.7050573940798,0.0002113428723985,0.0373248762822368,chr11,55049295,55075903,-,,Slc36a2
ENSMUSG00000096672.2,7.28853085692166,1.75082845819151,0.473223093747692,3.69979504661495,0.000215773653299,0.0378055512547706,chr12,115459244,115459678,-,,Ighv1-63
ENSMUSG00000095630.3,52.1122640896985,1.70039526021392,0.459855318497105,3.69767444632615,0.0002175836882294,0.037902323864068,chr6,70237392,70237939,-,,Igkv6-23
ENSMUSG00000066687.6,2445.06023107429,1.46817954515814,0.39748902366972,3.69363544080671,0.0002210706761461,0.0382884246916093,chr9,48565596,48747522,-,,Zbtb16
